coding_id,stratum,block_uid,collection,year,issue,pub_date,rubric,domain,folio_page,source_url,n_events_extracted,events_correct,events_wrong,events_missed,block_relational,coder,notes
G0236,2011|annonces-legales|SRL,annonces-legales/fr/2011/143:2011S02580SRLB1,annonces-legales,2011,143,2011-11-29,SRLB1,corporate,6854,https://jort.tn/view/annonces-legales/fr/2011/143,2,,,,,,
G0237,2011|annonces-legales|SRL,annonces-legales/fr/2011/145:2011T06765SRLB2,annonces-legales,2011,145,2011-12-03,SRLB2,corporate,6998,https://jort.tn/view/annonces-legales/fr/2011/145,2,,,,,,
G0238,2011|annonces-legales|SAN,annonces-legales/fr/2011/149:2011G07662SANB2,annonces-legales,2011,149,2011-12-13,SANB2,corporate,7193,https://jort.tn/view/annonces-legales/fr/2011/149,2,,,,,,
G0239,2011|annonces-legales|SRL,annonces-legales/fr/2011/152:2011A01269SRLB1,annonces-legales,2011,152,2011-12-20,SRLB1,corporate,7352,https://jort.tn/view/annonces-legales/fr/2011/152,2,,,,,,
G0240,2011|annonces-legales|SRL,annonces-legales/fr/2011/152:2011G07783SRLB2,annonces-legales,2011,152,2011-12-20,SRLB2,corporate,7376,https://jort.tn/view/annonces-legales/fr/2011/152,0,,,,,,
G0241,2011|annonces-legales|SAN,annonces-legales/fr/2011/153:2011T07181SANB2,annonces-legales,2011,153,2011-12-22,SANB2,corporate,7424,https://jort.tn/view/annonces-legales/fr/2011/153,0,,,,,,
G0242,2011|annonces-legales|APS,annonces-legales/fr/2011/153:2011T07239APSF1,annonces-legales,2011,153,2011-12-22,APSF1,association,7461,https://jort.tn/view/annonces-legales/fr/2011/153,3,,,,,,
G0243,2011|annonces-legales|APS,annonces-legales/fr/2011/154:2011S02807APSF1,annonces-legales,2011,154,2011-12-24,APSF1,association,7519,https://jort.tn/view/annonces-legales/fr/2011/154,0,,,,,,
G0244,2011|annonces-legales|SRL,annonces-legales/fr/2011/156:2011G08223SRLB1,annonces-legales,2011,156,2011-12-29,SRLB1,corporate,7564,https://jort.tn/view/annonces-legales/fr/2011/156,2,,,,,,
G0245,2012|annonces-legales|SRL,annonces-legales/fr/2012/002:2011G08441SRLB2,annonces-legales,2012,002,2012-01-05,SRLB2,corporate,61,https://jort.tn/view/annonces-legales/fr/2012/002,1,,,,,,
G0246,2012|annonces-legales|SAN,annonces-legales/fr/2012/002:2011X02162SANB2,annonces-legales,2012,002,2012-01-05,SANB2,corporate,53,https://jort.tn/view/annonces-legales/fr/2012/002,0,,,,,,
G0247,2012|annonces-legales|SAN,annonces-legales/fr/2012/004:2012S00016SANB2,annonces-legales,2012,004,2012-01-10,SANB2,corporate,144,https://jort.tn/view/annonces-legales/fr/2012/004,1,,,,,,
G0248,2012|annonces-legales|SRL,annonces-legales/fr/2012/006:2012N00012SRLB2,annonces-legales,2012,006,2012-01-14,SRLB2,corporate,256,https://jort.tn/view/annonces-legales/fr/2012/006,0,,,,,,
G0249,2012|annonces-legales|APS,annonces-legales/fr/2012/007:2012R00186APSF1,annonces-legales,2012,007,2012-01-17,APSF1,association,313,https://jort.tn/view/annonces-legales/fr/2012/007,4,,,,,,
G0250,2012|annonces-legales|SRL,annonces-legales/fr/2012/012:2012G00494SRLB1,annonces-legales,2012,012,2012-01-28,SRLB1,corporate,549,https://jort.tn/view/annonces-legales/fr/2012/012,2,,,,,,
G0251,2012|annonces-legales|SRL,annonces-legales/fr/2012/014:2012G00573SRLB1,annonces-legales,2012,014,2012-02-02,SRLB1,corporate,636,https://jort.tn/view/annonces-legales/fr/2012/014,2,,,,,,
G0252,2012|annonces-legales|APS,annonces-legales/fr/2012/014:2012S00228APSF1,annonces-legales,2012,014,2012-02-02,APSF1,association,667,https://jort.tn/view/annonces-legales/fr/2012/014,0,,,,,,
G0253,2012|annonces-legales|SAN,annonces-legales/fr/2012/017:2012T00827SANB2,annonces-legales,2012,017,2012-02-09,SANB2,corporate,796,https://jort.tn/view/annonces-legales/fr/2012/017,1,,,,,,
G0254,2012|annonces-legales|SRL,annonces-legales/fr/2012/019:2012P00175SRLB2,annonces-legales,2012,019,2012-02-14,SRLB2,corporate,964,https://jort.tn/view/annonces-legales/fr/2012/019,1,,,,,,
G0255,2012|annonces-legales|SRU,annonces-legales/fr/2012/020:2012X00347SRUB1,annonces-legales,2012,020,2012-02-16,SRUB1,corporate,1010,https://jort.tn/view/annonces-legales/fr/2012/020,2,,,,,,
G0256,2012|annonces-legales|SRL,annonces-legales/fr/2012/021:2012G01071SRLB1,annonces-legales,2012,021,2012-02-18,SRLB1,corporate,1061,https://jort.tn/view/annonces-legales/fr/2012/021,2,,,,,,
G0257,2012|annonces-legales|APS,annonces-legales/fr/2012/021:2012G01097APSF1,annonces-legales,2012,021,2012-02-18,APSF1,association,1092,https://jort.tn/view/annonces-legales/fr/2012/021,0,,,,,,
G0258,2012|annonces-legales|SRU,annonces-legales/fr/2012/023:2012P00220SRUB1,annonces-legales,2012,023,2012-02-23,SRUB1,corporate,1158,https://jort.tn/view/annonces-legales/fr/2012/023,1,,,,,,
G0259,2012|annonces-legales|SRU,annonces-legales/fr/2012/025:2012300216SRUB1,annonces-legales,2012,025,2012-02-28,SRUB1,corporate,1242,https://jort.tn/view/annonces-legales/fr/2012/025,2,,,,,,
G0260,2012|annonces-legales|SRU,annonces-legales/fr/2012/025:2012B00262SRUB1,annonces-legales,2012,025,2012-02-28,SRUB1,corporate,1241,https://jort.tn/view/annonces-legales/fr/2012/025,0,,,,,,
G0261,2012|annonces-legales|SRL,annonces-legales/fr/2012/025:2012G01248SRLB1,annonces-legales,2012,025,2012-02-28,SRLB1,corporate,1231,https://jort.tn/view/annonces-legales/fr/2012/025,2,,,,,,
G0262,2012|annonces-legales|APS,annonces-legales/fr/2012/028:2012Z00077APSF1,annonces-legales,2012,028,2012-03-06,APSF1,association,1425,https://jort.tn/view/annonces-legales/fr/2012/028,4,,,,,,
G0263,2012|annonces-legales|SRL,annonces-legales/fr/2012/029:2012G01384SRLB1,annonces-legales,2012,029,2012-03-08,SRLB1,corporate,1443,https://jort.tn/view/annonces-legales/fr/2012/029,2,,,,,,
G0264,2012|annonces-legales|SRL,annonces-legales/fr/2012/035:2012N00384SRLB2,annonces-legales,2012,035,2012-03-22,SRLB2,corporate,1811,https://jort.tn/view/annonces-legales/fr/2012/035,2,,,,,,
G0265,2012|annonces-legales|SRL,annonces-legales/fr/2012/035:2012T01839SRLB2,annonces-legales,2012,035,2012-03-22,SRLB2,corporate,1803,https://jort.tn/view/annonces-legales/fr/2012/035,4,,,,,,
G0266,2012|annonces-legales|APS,annonces-legales/fr/2012/037:2012T01961APSF1,annonces-legales,2012,037,2012-03-27,APSF1,association,1941,https://jort.tn/view/annonces-legales/fr/2012/037,3,,,,,,
G0267,2012|annonces-legales|SRL,annonces-legales/fr/2012/038:2012G01850SRLB1,annonces-legales,2012,038,2012-03-29,SRLB1,corporate,1974,https://jort.tn/view/annonces-legales/fr/2012/038,2,,,,,,
G0268,2012|annonces-legales|SRL,annonces-legales/fr/2012/039:2012A00326SRLB2,annonces-legales,2012,039,2012-03-31,SRLB2,corporate,2049,https://jort.tn/view/annonces-legales/fr/2012/039,2,,,,,,
G0269,2012|annonces-legales|SRL,annonces-legales/fr/2012/041:2012R01194SRLB2,annonces-legales,2012,041,2012-04-05,SRLB2,corporate,2138,https://jort.tn/view/annonces-legales/fr/2012/041,0,,,,,,
G0270,2012|annonces-legales|SRL,annonces-legales/fr/2012/043:2012G02188SRLB2,annonces-legales,2012,043,2012-04-10,SRLB2,corporate,2255,https://jort.tn/view/annonces-legales/fr/2012/043,1,,,,,,
G0271,2012|annonces-legales|SRU,annonces-legales/fr/2012/046:2012100036SRUB2,annonces-legales,2012,046,2012-04-17,SRUB2,corporate,2449,https://jort.tn/view/annonces-legales/fr/2012/046,0,,,,,,
G0272,2012|annonces-legales|SRL,annonces-legales/fr/2012/046:2012B00457SRLB1,annonces-legales,2012,046,2012-04-17,SRLB1,corporate,2415,https://jort.tn/view/annonces-legales/fr/2012/046,2,,,,,,
G0273,2012|annonces-legales|SRL,annonces-legales/fr/2012/047:2012R01415SRLB2,annonces-legales,2012,047,2012-04-19,SRLB2,corporate,2504,https://jort.tn/view/annonces-legales/fr/2012/047,0,,,,,,
G0274,2012|annonces-legales|SRU,annonces-legales/fr/2012/048:2012S00983SRUB1,annonces-legales,2012,048,2012-04-21,SRUB1,corporate,2559,https://jort.tn/view/annonces-legales/fr/2012/048,2,,,,,,
G0275,2012|annonces-legales|SRL,annonces-legales/fr/2012/049:2012B00491SRLB1,annonces-legales,2012,049,2012-04-24,SRLB1,corporate,2623,https://jort.tn/view/annonces-legales/fr/2012/049,2,,,,,,
G0276,2012|annonces-legales|SRL,annonces-legales/fr/2012/049:2012G02581SRLB1,annonces-legales,2012,049,2012-04-24,SRLB1,corporate,2621,https://jort.tn/view/annonces-legales/fr/2012/049,2,,,,,,
G0277,2012|annonces-legales|SRL,annonces-legales/fr/2012/049:2012P00470SRLB1,annonces-legales,2012,049,2012-04-24,SRLB1,corporate,2625,https://jort.tn/view/annonces-legales/fr/2012/049,1,,,,,,
G0278,2012|annonces-legales|SRL,annonces-legales/fr/2012/051:2012T02803SRLB2,annonces-legales,2012,051,2012-04-28,SRLB2,corporate,2768,https://jort.tn/view/annonces-legales/fr/2012/051,0,,,,,,
G0279,2012|annonces-legales|SRL,annonces-legales/fr/2012/056:2012T03095SRLB2,annonces-legales,2012,056,2012-05-10,SRLB2,corporate,3068,https://jort.tn/view/annonces-legales/fr/2012/056,0,,,,,,
G0280,2012|annonces-legales|SRU,annonces-legales/fr/2012/060:2012B00659SRUB1,annonces-legales,2012,060,2012-05-19,SRUB1,corporate,3253,https://jort.tn/view/annonces-legales/fr/2012/060,1,,,,,,
G0281,2012|annonces-legales|APS,annonces-legales/fr/2012/060:2012M00438APSF1,annonces-legales,2012,060,2012-05-19,APSF1,association,3279,https://jort.tn/view/annonces-legales/fr/2012/060,2,,,,,,
G0282,2012|annonces-legales|SRU,annonces-legales/fr/2012/062:2012X01166SRUB2,annonces-legales,2012,062,2012-05-24,SRUB2,corporate,3394,https://jort.tn/view/annonces-legales/fr/2012/062,0,,,,,,
G0283,2012|annonces-legales|SRL,annonces-legales/fr/2012/064:2012G03375SRLB1,annonces-legales,2012,064,2012-05-29,SRLB1,corporate,3493,https://jort.tn/view/annonces-legales/fr/2012/064,2,,,,,,
G0284,2012|annonces-legales|APS,annonces-legales/fr/2012/065:2012100064APSF1,annonces-legales,2012,065,2012-05-31,APSF1,association,3595,https://jort.tn/view/annonces-legales/fr/2012/065,2,,,,,,
G0285,2012|annonces-legales|SRL,annonces-legales/fr/2012/065:2012G03450SRLB2,annonces-legales,2012,065,2012-05-31,SRLB2,corporate,3579,https://jort.tn/view/annonces-legales/fr/2012/065,1,,,,,,
G0286,2012|annonces-legales|SRL,annonces-legales/fr/2012/065:2012G03460SRLB1,annonces-legales,2012,065,2012-05-31,SRLB1,corporate,3557,https://jort.tn/view/annonces-legales/fr/2012/065,2,,,,,,
G0287,2012|annonces-legales|SOD,annonces-legales/fr/2012/069:2012X01288SODB3,annonces-legales,2012,069,2012-06-09,SODB3,corporate,3868,https://jort.tn/view/annonces-legales/fr/2012/069,0,,,,,,
G0288,2012|annonces-legales|SRL,annonces-legales/fr/2012/071:2012H00156SRLB1,annonces-legales,2012,071,2012-06-14,SRLB1,corporate,3945,https://jort.tn/view/annonces-legales/fr/2012/071,2,,,,,,
G0289,2012|annonces-legales|SAN,annonces-legales/fr/2012/073:2012R02462SANB2,annonces-legales,2012,073,2012-06-19,SANB2,corporate,4083,https://jort.tn/view/annonces-legales/fr/2012/073,0,,,,,,
G0290,2012|annonces-legales|SRL,annonces-legales/fr/2012/074:2012E00311SRLB1,annonces-legales,2012,074,2012-06-21,SRLB1,corporate,4138,https://jort.tn/view/annonces-legales/fr/2012/074,1,,,,,,
G0291,2012|annonces-legales|SRL,annonces-legales/fr/2012/075:2012X01393SRLB1,annonces-legales,2012,075,2012-06-23,SRLB1,corporate,4200,https://jort.tn/view/annonces-legales/fr/2012/075,2,,,,,,
G0292,2012|annonces-legales|SRL,annonces-legales/fr/2012/076:2012G04151SRLB2,annonces-legales,2012,076,2012-06-26,SRLB2,corporate,4285,https://jort.tn/view/annonces-legales/fr/2012/076,1,,,,,,
G0293,2012|annonces-legales|SRU,annonces-legales/fr/2012/076:2012S01681SRUB2,annonces-legales,2012,076,2012-06-26,SRUB2,corporate,4296,https://jort.tn/view/annonces-legales/fr/2012/076,2,,,,,,
G0294,2012|annonces-legales|SRL,annonces-legales/fr/2012/076:2012T04364SRLB2,annonces-legales,2012,076,2012-06-26,SRLB2,corporate,4282,https://jort.tn/view/annonces-legales/fr/2012/076,0,,,,,,
G0295,2012|annonces-legales|SAN,annonces-legales/fr/2012/079:2012B00976SANB2,annonces-legales,2012,079,2012-07-03,SANB2,corporate,4445,https://jort.tn/view/annonces-legales/fr/2012/079,5,,,,,,
G0296,2012|annonces-legales|SRL,annonces-legales/fr/2012/079:2012R02692SRLB1,annonces-legales,2012,079,2012-07-03,SRLB1,corporate,4435,https://jort.tn/view/annonces-legales/fr/2012/079,2,,,,,,
G0297,2012|annonces-legales|SAN,annonces-legales/fr/2012/080:2012R02719SANB2,annonces-legales,2012,080,2012-07-05,SANB2,corporate,4497,https://jort.tn/view/annonces-legales/fr/2012/080,0,,,,,,
G0298,2012|annonces-legales|SRU,annonces-legales/fr/2012/081:2012P00749SRUB1,annonces-legales,2012,081,2012-07-07,SRUB1,corporate,4550,https://jort.tn/view/annonces-legales/fr/2012/081,2,,,,,,
G0299,2012|annonces-legales|SAN,annonces-legales/fr/2012/087:2012301005SANB1,annonces-legales,2012,087,2012-07-21,SANB1,corporate,4850,https://jort.tn/view/annonces-legales/fr/2012/087,3,,,,,,
G0300,2012|annonces-legales|SRL,annonces-legales/fr/2012/091:2012Z00333SRLB2,annonces-legales,2012,091,2012-07-31,SRLB2,corporate,5037,https://jort.tn/view/annonces-legales/fr/2012/091,2,,,,,,
G0301,2012|annonces-legales|SRL,annonces-legales/fr/2012/094:2012B01134SRLB1,annonces-legales,2012,094,2012-08-07,SRLB1,corporate,5168,https://jort.tn/view/annonces-legales/fr/2012/094,2,,,,,,
G0302,2012|annonces-legales|SAN,annonces-legales/fr/2012/101:2012S02169SANB2,annonces-legales,2012,101,2012-08-23,SANB2,corporate,5522,https://jort.tn/view/annonces-legales/fr/2012/101,1,,,,,,
G0303,2012|annonces-legales|SRL,annonces-legales/fr/2012/107:2012G05537SRLB1,annonces-legales,2012,107,2012-09-06,SRLB1,corporate,5740,https://jort.tn/view/annonces-legales/fr/2012/107,2,,,,,,
G0304,2012|annonces-legales|SRL,annonces-legales/fr/2012/108:2012G05610SRLB2,annonces-legales,2012,108,2012-09-08,SRLB2,corporate,5817,https://jort.tn/view/annonces-legales/fr/2012/108,0,,,,,,
G0305,2012|annonces-legales|SRL,annonces-legales/fr/2012/111:2012M00777SRLB2,annonces-legales,2012,111,2012-09-15,SRLB2,corporate,5947,https://jort.tn/view/annonces-legales/fr/2012/111,1,,,,,,
G0306,2012|annonces-legales|SRL,annonces-legales/fr/2012/113:2012U00120SRLB2,annonces-legales,2012,113,2012-09-20,SRLB2,corporate,6030,https://jort.tn/view/annonces-legales/fr/2012/113,2,,,,,,
G0307,2012|annonces-legales|SRL,annonces-legales/fr/2012/114:2012B01334SRLB2,annonces-legales,2012,114,2012-09-22,SRLB2,corporate,6067,https://jort.tn/view/annonces-legales/fr/2012/114,0,,,,,,
G0308,2012|annonces-legales|SRL,annonces-legales/fr/2012/114:2012G05856SRLB2,annonces-legales,2012,114,2012-09-22,SRLB2,corporate,6065,https://jort.tn/view/annonces-legales/fr/2012/114,1,,,,,,
G0309,2012|annonces-legales|APS,annonces-legales/fr/2012/116:2012G05979APSF1,annonces-legales,2012,116,2012-09-27,APSF1,association,6169,https://jort.tn/view/annonces-legales/fr/2012/116,6,,,,,,
G0310,2012|annonces-legales|SRL,annonces-legales/fr/2012/119:2012T06135SRLB2,annonces-legales,2012,119,2012-10-04,SRLB2,corporate,6311,https://jort.tn/view/annonces-legales/fr/2012/119,0,,,,,,
G0311,2012|annonces-legales|APS,annonces-legales/fr/2012/121:2012S02522APSF2,annonces-legales,2012,121,2012-10-09,APSF2,association,6440,https://jort.tn/view/annonces-legales/fr/2012/121,4,,,,,,
G0312,2012|annonces-legales|SRL,annonces-legales/fr/2012/121:2012T06240SRLB2,annonces-legales,2012,121,2012-10-09,SRLB2,corporate,6420,https://jort.tn/view/annonces-legales/fr/2012/121,1,,,,,,
G0313,2012|annonces-legales|SRL,annonces-legales/fr/2012/124:2012G06362SRLB1,annonces-legales,2012,124,2012-10-16,SRLB1,corporate,6582,https://jort.tn/view/annonces-legales/fr/2012/124,2,,,,,,
G0314,2012|annonces-legales|SRL,annonces-legales/fr/2012/132:2012S02746SRLB2,annonces-legales,2012,132,2012-11-03,SRLB2,corporate,6971,https://jort.tn/view/annonces-legales/fr/2012/132,0,,,,,,
G0315,2012|annonces-legales|SRL,annonces-legales/fr/2012/138:2012T06905SRLB2,annonces-legales,2012,138,2012-11-17,SRLB2,corporate,7253,https://jort.tn/view/annonces-legales/fr/2012/138,1,,,,,,
G0316,2012|annonces-legales|SRL,annonces-legales/fr/2012/144:2012S02983SRLB2,annonces-legales,2012,144,2012-12-01,SRLB2,corporate,7550,https://jort.tn/view/annonces-legales/fr/2012/144,1,,,,,,
G0317,2012|annonces-legales|SRL,annonces-legales/fr/2012/146:2012T07454SRLB2,annonces-legales,2012,146,2012-12-06,SRLB2,corporate,7665,https://jort.tn/view/annonces-legales/fr/2012/146,2,,,,,,
G0318,2012|annonces-legales|SRL,annonces-legales/fr/2012/147:2012X02310SRLB2,annonces-legales,2012,147,2012-12-08,SRLB2,corporate,7720,https://jort.tn/view/annonces-legales/fr/2012/147,1,,,,,,
G0319,2012|annonces-legales|SRL,annonces-legales/fr/2012/148:2012N01665SRLB1,annonces-legales,2012,148,2012-12-11,SRLB1,corporate,7754,https://jort.tn/view/annonces-legales/fr/2012/148,2,,,,,,
G0320,2012|annonces-legales|SRL,annonces-legales/fr/2012/148:2012R04454SRLB2,annonces-legales,2012,148,2012-12-11,SRLB2,corporate,7769,https://jort.tn/view/annonces-legales/fr/2012/148,0,,,,,,
G0321,2012|annonces-legales|SRL,annonces-legales/fr/2012/150:2012T07622SRLB2,annonces-legales,2012,150,2012-12-15,SRLB2,corporate,7885,https://jort.tn/view/annonces-legales/fr/2012/150,1,,,,,,
G0322,2008|journal-officiel|act,journal-officiel/fr/2008/006:act0041,journal-officiel,2008,006,2008-01-18,,state,498,https://jort.tn/view/journal-officiel/fr/2008/006,0,,,,,,
G0323,2008|journal-officiel|act,journal-officiel/fr/2008/008:act0077,journal-officiel,2008,008,2008-01-25,,state,555,https://jort.tn/view/journal-officiel/fr/2008/008,1,,,,,,
G0324,2008|journal-officiel|act,journal-officiel/fr/2008/018:act0022,journal-officiel,2008,018,2008-02-29,,state,828,https://jort.tn/view/journal-officiel/fr/2008/018,0,,,,,,
G0325,2008|journal-officiel|act,journal-officiel/fr/2008/019:act0007,journal-officiel,2008,019,2008-03-04,,state,855,https://jort.tn/view/journal-officiel/fr/2008/019,1,,,,,,
G0326,2008|journal-officiel|act,journal-officiel/fr/2008/022:act0065,journal-officiel,2008,022,2008-03-14,,state,923,https://jort.tn/view/journal-officiel/fr/2008/022,0,,,,,,
G0327,2008|journal-officiel|act,journal-officiel/fr/2008/027:act0027,journal-officiel,2008,027,2008-04-01,,state,1101,https://jort.tn/view/journal-officiel/fr/2008/027,1,,,,,,
G0328,2008|journal-officiel|act,journal-officiel/fr/2008/035:act0010,journal-officiel,2008,035,2008-04-29,,state,1330,https://jort.tn/view/journal-officiel/fr/2008/035,0,,,,,,
G0329,2008|journal-officiel|act,journal-officiel/fr/2008/042:act0039,journal-officiel,2008,042,2008-05-23,,state,1558,https://jort.tn/view/journal-officiel/fr/2008/042,1,,,,,,
G0330,2008|journal-officiel|act,journal-officiel/fr/2008/047:act0044,journal-officiel,2008,047,2008-06-10,,state,1825,https://jort.tn/view/journal-officiel/fr/2008/047,1,,,,,,
G0331,2008|journal-officiel|act,journal-officiel/fr/2008/048:act0034,journal-officiel,2008,048,2008-06-13,,state,1840,https://jort.tn/view/journal-officiel/fr/2008/048,0,,,,,,
G0332,2008|journal-officiel|act,journal-officiel/fr/2008/064:act0013,journal-officiel,2008,064,2008-08-08,,state,2410,https://jort.tn/view/journal-officiel/fr/2008/064,0,,,,,,
G0333,2008|journal-officiel|act,journal-officiel/fr/2008/074:act0013,journal-officiel,2008,074,2008-09-12,,state,2973,https://jort.tn/view/journal-officiel/fr/2008/074,0,,,,,,
G0334,2008|journal-officiel|act,journal-officiel/fr/2008/094:act0049,journal-officiel,2008,094,2008-11-21,,state,3639,https://jort.tn/view/journal-officiel/fr/2008/094,1,,,,,,
G0335,2008|journal-officiel|act,journal-officiel/fr/2008/094:act0050,journal-officiel,2008,094,2008-11-21,,state,3639,https://jort.tn/view/journal-officiel/fr/2008/094,1,,,,,,
G0336,2008|journal-officiel|act,journal-officiel/fr/2008/097:act0015,journal-officiel,2008,097,2008-12-02,,state,4048,https://jort.tn/view/journal-officiel/fr/2008/097,0,,,,,,
G0337,2009|journal-officiel|act,journal-officiel/fr/2009/003:act0085,journal-officiel,2009,003,2009-01-09,,state,99,https://jort.tn/view/journal-officiel/fr/2009/003,0,,,,,,
G0338,2009|journal-officiel|act,journal-officiel/fr/2009/006:act0052,journal-officiel,2009,006,2009-01-20,,state,224,https://jort.tn/view/journal-officiel/fr/2009/006,0,,,,,,
G0339,2009|journal-officiel|act,journal-officiel/fr/2009/010:act0095,journal-officiel,2009,010,2009-02-03,,state,400,https://jort.tn/view/journal-officiel/fr/2009/010,0,,,,,,
G0340,2009|journal-officiel|act,journal-officiel/fr/2009/011:act0034,journal-officiel,2009,011,2009-02-06,,state,418,https://jort.tn/view/journal-officiel/fr/2009/011,1,,,,,,
G0341,2009|journal-officiel|act,journal-officiel/fr/2009/021:act0050,journal-officiel,2009,021,2009-03-13,,state,757,https://jort.tn/view/journal-officiel/fr/2009/021,0,,,,,,
G0342,2009|journal-officiel|act,journal-officiel/fr/2009/024:act0049,journal-officiel,2009,024,2009-03-24,,state,859,https://jort.tn/view/journal-officiel/fr/2009/024,0,,,,,,
G0343,2009|journal-officiel|act,journal-officiel/fr/2009/027:act0035,journal-officiel,2009,027,2009-04-03,,state,950,https://jort.tn/view/journal-officiel/fr/2009/027,0,,,,,,
G0344,2009|journal-officiel|act,journal-officiel/fr/2009/027:act0087,journal-officiel,2009,027,2009-04-03,,state,967,https://jort.tn/view/journal-officiel/fr/2009/027,0,,,,,,
G0345,2009|journal-officiel|act,journal-officiel/fr/2009/031:act0024,journal-officiel,2009,031,2009-04-17,,state,1064,https://jort.tn/view/journal-officiel/fr/2009/031,0,,,,,,
G0346,2009|journal-officiel|act,journal-officiel/fr/2009/034:act0085,journal-officiel,2009,034,2009-04-28,,state,1161,https://jort.tn/view/journal-officiel/fr/2009/034,0,,,,,,
G0347,2009|journal-officiel|act,journal-officiel/fr/2009/057:act0036,journal-officiel,2009,057,2009-07-17,,state,1942,https://jort.tn/view/journal-officiel/fr/2009/057,1,,,,,,
G0348,2009|journal-officiel|act,journal-officiel/fr/2009/059:act0062,journal-officiel,2009,059,2009-07-24,,state,2023,https://jort.tn/view/journal-officiel/fr/2009/059,0,,,,,,
G0349,2009|journal-officiel|act,journal-officiel/fr/2009/070:act0065,journal-officiel,2009,070,2009-09-01,,state,2613,https://jort.tn/view/journal-officiel/fr/2009/070,1,,,,,,
G0350,2009|journal-officiel|act,journal-officiel/fr/2009/077:act0003,journal-officiel,2009,077,2009-09-25,,state,2754,https://jort.tn/view/journal-officiel/fr/2009/077,0,,,,,,
G0351,2009|journal-officiel|act,journal-officiel/fr/2009/079:act0013,journal-officiel,2009,079,2009-10-02,,state,2823,https://jort.tn/view/journal-officiel/fr/2009/079,1,,,,,,
G0352,2009|journal-officiel|act,journal-officiel/fr/2009/091:act0086,journal-officiel,2009,091,2009-11-13,,state,3469,https://jort.tn/view/journal-officiel/fr/2009/091,0,,,,,,
G0353,2009|journal-officiel|act,journal-officiel/fr/2009/092:act0094,journal-officiel,2009,092,2009-11-17,,state,3567,https://jort.tn/view/journal-officiel/fr/2009/092,0,,,,,,
G0354,2010|journal-officiel|act,journal-officiel/fr/2010/004:act0026,journal-officiel,2010,004,2010-01-12,,state,111,https://jort.tn/view/journal-officiel/fr/2010/004,0,,,,,,
G0355,2010|journal-officiel|act,journal-officiel/fr/2010/025:act0075,journal-officiel,2010,025,2010-03-26,,state,845,https://jort.tn/view/journal-officiel/fr/2010/025,1,,,,,,
G0356,2010|journal-officiel|act,journal-officiel/fr/2010/039:act0006,journal-officiel,2010,039,2010-05-14,,state,1338,https://jort.tn/view/journal-officiel/fr/2010/039,0,,,,,,
G0357,2010|journal-officiel|act,journal-officiel/fr/2010/042:act0035,journal-officiel,2010,042,2010-05-25,,state,1505,https://jort.tn/view/journal-officiel/fr/2010/042,0,,,,,,
G0358,2010|journal-officiel|act,journal-officiel/fr/2010/043:act0051,journal-officiel,2010,043,2010-05-28,,state,1543,https://jort.tn/view/journal-officiel/fr/2010/043,9,,,,,,
G0359,2010|journal-officiel|act,journal-officiel/fr/2010/053:act0029,journal-officiel,2010,053,2010-07-02,,state,1822,https://jort.tn/view/journal-officiel/fr/2010/053,0,,,,,,
G0360,2010|journal-officiel|act,journal-officiel/fr/2010/053:act0047,journal-officiel,2010,053,2010-07-02,,state,1850,https://jort.tn/view/journal-officiel/fr/2010/053,0,,,,,,
G0361,2010|journal-officiel|act,journal-officiel/fr/2010/057:act0002,journal-officiel,2010,057,2010-07-16,,state,1970,https://jort.tn/view/journal-officiel/fr/2010/057,0,,,,,,
G0362,2010|journal-officiel|act,journal-officiel/fr/2010/075:act0054,journal-officiel,2010,075,2010-09-17,,state,2573,https://jort.tn/view/journal-officiel/fr/2010/075,1,,,,,,
G0363,2010|journal-officiel|act,journal-officiel/fr/2010/075:act0082,journal-officiel,2010,075,2010-09-17,,state,2580,https://jort.tn/view/journal-officiel/fr/2010/075,0,,,,,,
G0364,2010|journal-officiel|act,journal-officiel/fr/2010/076:act0055,journal-officiel,2010,076,2010-09-21,,state,2590,https://jort.tn/view/journal-officiel/fr/2010/076,0,,,,,,
G0365,2010|journal-officiel|act,journal-officiel/fr/2010/087:act0106,journal-officiel,2010,087,2010-10-29,,state,2986,https://jort.tn/view/journal-officiel/fr/2010/087,0,,,,,,
G0366,2010|journal-officiel|act,journal-officiel/fr/2010/087:act0115,journal-officiel,2010,087,2010-10-29,,state,2992,https://jort.tn/view/journal-officiel/fr/2010/087,0,,,,,,
G0367,2010|journal-officiel|act,journal-officiel/fr/2010/088:act0008,journal-officiel,2010,088,2010-11-02,,state,3010,https://jort.tn/view/journal-officiel/fr/2010/088,0,,,,,,
G0368,2010|journal-officiel|act,journal-officiel/fr/2010/092:act0018,journal-officiel,2010,092,2010-11-16,,state,3155,https://jort.tn/view/journal-officiel/fr/2010/092,1,,,,,,
G0369,2010|journal-officiel|act,journal-officiel/fr/2010/105:act0071,journal-officiel,2010,105,2010-12-31,,state,3904,https://jort.tn/view/journal-officiel/fr/2010/105,1,,,,,,
G0370,2011|journal-officiel|act,journal-officiel/fr/2011/001:act0120,journal-officiel,2011,001,2011-01-04,,state,22,https://jort.tn/view/journal-officiel/fr/2011/001,0,,,,,,
G0371,2011|journal-officiel|act,journal-officiel/fr/2011/009:act0004,journal-officiel,2011,009,2011-02-04,,state,167,https://jort.tn/view/journal-officiel/fr/2011/009,0,,,,,,
