coding_id,block_uid,event_id,event_type,person_mention,org_mention,role_canonical,event_date,event_date_source,pattern_id,evidence_quote,verdict,correct_event_type,correct_role,coder_note
G0138,annonces-legales/fr/2010/072:2010R02277SRLB2,EV_3225e1f92fc995a076de,renamed,,Société Franco Tunisienne de Thermoplastiques,,2010-04-16,act,corp.renamed,- Le changement de dénomination sociale comme suit : Société Franco Tunisienne de Thermoplastiques. Elle demeure en abrégé S.F.T.T.,,,,
G0139,annonces-legales/fr/2010/072:2010X01163SRLB2,EV_d29e8036a0352bf48554,resigned,Nabila Fendri,Avenue Majida Boulila Sfax,gerant,2010-06-09,filing,corp.resigned,- Acceptation de démission de l'ancienne gérante madame Nabila Fendri.,,,,
G0139,annonces-legales/fr/2010/072:2010X01163SRLB2,EV_67b4a022af3f35fefdd5,appointed,Zakia Charfi,Avenue Majida Boulila Sfax,gerant,2010-06-09,filing,corp.appointed,- Nomination d'une nouvelle gérante madame Zakia Charfi.,,,,
G0140,annonces-legales/fr/2010/074:2010A00582SRLB1,EV_2b2f00a7dd9279cdb0af,constituted,,Société SIC,,2010-06-17,registration,corp.constituted,Constitution d'une SARL,,,,
G0140,annonces-legales/fr/2010/074:2010A00582SRLB1,EV_810f7a67c0e721c134e3,appointed,Nicolosi Vincenzo,Société SIC,gerant,2010-06-17,registration,corp.role_colon,Gérant : Mr Nicolosi Vincenzo avec les pouvoirs les plus étendus.,,,,
G0141,annonces-legales/fr/2010/074:2010G04241SRLB1,EV_36e1b39a2afe67172455,constituted,,PROSCENE,,2010-06-16,act,corp.constituted,Constitution d'une société à responsabilité limitée,,,,
G0142,annonces-legales/fr/2010/076:2010G04400SRLB1,EV_1cb8d030c61ea2d0dcf6,constituted,,MEDWIND SARL,,2010-05-28,act,corp.constituted,Constitution d'une SARL,,,,
G0142,annonces-legales/fr/2010/076:2010G04400SRLB1,EV_42477815d2700344e8a1,appointed,ALFONSO TOTO,MEDWIND SARL,gerant,2010-05-28,act,corp.appointed,Gérance : Mr ALFONSO TOTO est nommé gérant avec les pleins pouvoirs.,,,,
G0143,annonces-legales/fr/2010/076:2010N00751SRLB1,EV_2e915da240748fc7b33e,constituted,,SOCIETE GUIRAS & FILS,,2010-05-26,act,corp.constituted,Société SARL,,,,
G0143,annonces-legales/fr/2010/076:2010N00751SRLB1,EV_36a8fb76c22928b22f92,appointed,Guiras. Fathi,SOCIETE GUIRAS & FILS,gerant,2010-05-26,act,corp.role_colon,Gérance : Mr Guiras. Fathi,,,,
G0144,annonces-legales/fr/2010/076:2010T04284SRLB1,EV_a82c06c1b280cba6610d,constituted,,Best Brands Trading,,2010-06-08,act,corp.constituted,Constitution d'une SARL,,,,
G0144,annonces-legales/fr/2010/076:2010T04284SRLB1,EV_910a57735713ef31f900,appointed,Lobna Louati,Best Brands Trading,gerant,2010-06-08,act,corp.appointed,Gérance : Madame Lobna Louati est nommée gérante de la société pour toute sa durée avec tous les pouvoirs les plus étendus.,,,,
G0146,annonces-legales/fr/2010/078:2010G04557SRUB2,EV_02ddeac6000470e487f1,dissolved,,Société IDREAM,,2010-06-11,act,corp.dissolved,Dissolution de la société,,,,
G0147,annonces-legales/fr/2010/079:2010G04633SRLB2,EV_0bd0cedfe594362dc520,appointed,Ahmed Slimen Romdhan Chaaben,SOCIETE TEKNOSELECT,gerant,2010-06-30,act,corp.appointed,Monsieur Ahmed Slimen Romdhan Chaaben est nommé nouveau gérant avec les pouvoirs les plus étendus au lieu de Monsieur Obba Foued.,,,,
G0148,annonces-legales/fr/2010/085:2010G04886SRLB2,EV_1a6a4ddc7187110aa266,appointed,Rached Fourati,Société Etayssir,gerant,2010-06-11,act,corp.appointed,"Suivant procès-verbal de l'assemblée générale extraordinaire en date du 11 juin 2010, enregistré à la recette des finances de la rue d'Autriche à Tunis le 25 juin 2010, sous le n°10803262, Quittance n",,,,
G0150,annonces-legales/fr/2010/091:2010T05048SRUB1,EV_f53aa56c025df1b254ca,constituted,,Rosaliss,,2010-07-20,act,corp.constituted,Sociétés,,,,
G0150,annonces-legales/fr/2010/091:2010T05048SRUB1,EV_75843a96959ddc1d1b51,appointed,Abderrahmen Fadhell,Rosaliss,gerant,2010-07-20,act,corp.role_colon,Gérance : Mr Abderrahmen Fadhell gérant de la société avec tous les pouvoirs énoncés aux statuts les plus étendus.,,,,
G0151,annonces-legales/fr/2010/092:2010R02880SANB2,EV_89892474be0a6482573c,capital_increased,,Société Tunisienne Automobile Financière Immobilière et Maritime,,2010-07-09,act,corp.cap_up,1. Augmentation du capital social à 10.000.000 Dinars et modification de l'article 8 des statuts;,,,,
G0152,annonces-legales/fr/2010/093:2010T05120SRLB2,EV_14cc596874a656e30845,headquarters_moved,,Société Tunisienne de Gestion et de Services,,2010-07-08,act,corp.hq,Transfert du Siège Social et Modification de L'article N°3 des Status,,,,
G0155,annonces-legales/fr/2010/103:2010G05729SRUB1,EV_8cd636d19f8c7da39297,constituted,,Société BALLI - MARTI » SUARL,,2010-08-17,act,corp.constituted,Constitution d'une SUARL,,,,
G0155,annonces-legales/fr/2010/103:2010G05729SRUB1,EV_a547bf65d42893062ec6,appointed,Aldo Balasini,Société BALLI - MARTI » SUARL,gerant,2010-08-17,act,corp.appointed,Gérance : Mr Aldo Balasini est nommé gérant de la société avec les pouvoirs les plus étendus.,,,,
G0156,annonces-legales/fr/2010/103:2010T05570SRLB1,EV_77c242a8b1704f0da6fa,constituted,,La réussite,,2010-08-05,registration,corp.constituted,Constitution d'une S.A.R.L,,,,
G0156,annonces-legales/fr/2010/103:2010T05570SRLB1,EV_b70ce3c780a76e00c43e,appointed,Marwa Chaâbene,La réussite,gerant,2010-08-05,registration,corp.constitution_officer,Gérant de la société : Mlle Marwa Chaâbene.,,,,
G0157,annonces-legales/fr/2010/104:2010R03206SANB2,EV_c73833d119f131151439,capital_increased,,Agence de Contrôle Technique Internationale - apave,,2010-07-01,act,corp.cap_up,Augmentation de capital,,,,
G0158,annonces-legales/fr/2010/105:2010G05793SRLB1,EV_6ce5e54624bebce2bad4,constituted,,Sté SOUHIR NJEH & CIE,,2010-08-17,act,corp.constituted,Constitution d'une société S.A.R.L,,,,
G0158,annonces-legales/fr/2010/105:2010G05793SRLB1,EV_f1eac4a98111daf52ac2,appointed,Souhir Njeh,Sté SOUHIR NJEH & CIE,gerant,2010-08-17,act,corp.appointed,Gérance : Madame Souhir Njeh est nommée gérante de la société pour toute sa durée avec tous les pouvoirs énoncés au statut les plus étendus.,,,,
G0159,annonces-legales/fr/2010/108:2010G05945SRLB1,EV_04e9ba55cb259c457d1a,constituted,,Société MDA FOOD,,2010-07-24,act,corp.constituted,Avis de constitution d'une SARL,,,,
G0159,annonces-legales/fr/2010/108:2010G05945SRLB1,EV_b3fd15e6c5d081ccb75e,appointed,Aymen Boubakri,Société MDA FOOD,gerant,2010-07-24,act,corp.appointed,Gérance : Mr Aymen Boubakri est nommé gérant de la société.,,,,
G0160,annonces-legales/fr/2010/112:2010P00762SRLB1,EV_c70f76b6136840a9eafc,constituted,,Société Global Tunisie - Europe,,2010-08-31,act,corp.constituted,Constitution d'une S.A.R.L,,,,
G0160,annonces-legales/fr/2010/112:2010P00762SRLB1,EV_05dbf3c29fc29eab500b,appointed,Chockri Dhahri,Société Global Tunisie - Europe,gerant,2010-08-31,act,corp.appointed,Gérance : Monsieur Chockri Dhahri est nommé gérant de la société avec les pouvoirs les plus étendus et Madame Iványi Jüfan est nommé cogérante.,,,,
G0161,annonces-legales/fr/2010/113:2010R03398APSF1,EV_9d6ea86700c900b262b3,appointed,Mounir Ben Sassi,recette le 12 Août 2010 quittance n° 055854 enregistrement 10,association_president,2010-07-28,act,corp.appointed,"Suivant procès verbal de l'assemblée générale constitutive en date du 28/7/2010 enregistré, à la recette des finances rue Habib Thameur Tunis Le 12 Août 2010 quittance n° M55851 enregistrement n° 1080",,,,
G0161,annonces-legales/fr/2010/113:2010R03398APSF1,EV_f67cdaf0de559f7acd17,appointed,Mohamed Cheikh Rouhou,recette le 12 Août 2010 quittance n° 055854 enregistrement 10,treasurer,2010-07-28,act,corp.appointed,"Suivant procès verbal de l'assemblée générale constitutive en date du 28/7/2010 enregistré, à la recette des finances rue Habib Thameur Tunis Le 12 Août 2010 quittance n° M55851 enregistrement n° 1080",,,,
G0162,annonces-legales/fr/2010/118:2010T06122SRLB2,EV_63992350454eb9cd1217,liquidated,,Société Choukaier d'édition et publication,,2010-08-31,registration,corp.liquidated,Le 21 août 2010 à 10h du matin à la demande de Makni Rachid se sont réunis au siège de la société Makni Rachid et Mme Chebbi Mounira ont décidé la dissolution et la liquidation définitive de la sociét,,,,
G0164,annonces-legales/fr/2010/121:2010B01268SRLB2,EV_31c5b8d26106a02e2f50,liquidated,,Manufacture Ghraba de Textile,,2010-10-04,act,corp.liquidated,Liquidation définitive de la société et nomination d'un liquidateur,,,,
G0164,annonces-legales/fr/2010/121:2010B01268SRLB2,EV_5dd8a5dd10516eae6ee5,appointed,Fakher Chtourou,Manufacture Ghraba de Textile,liquidateur,2010-10-04,act,corp.appointed,"En vertu du procès-verbal de l'assemblée générale extraordinaire en date du 4 octobre 2010 enregistré à la recette de l'enregistrement des actes de sociétés à Sfax le 5 octobre 2010, quittance n°M0057",,,,
G0165,annonces-legales/fr/2010/121:2010T06284SRLB2,EV_7d985c5f1a9d2b92c029,capital_increased,,SMILE IMMOBILIERE,,2010-07-02,act,corp.cap_up,"En vertu du procès-verbal des délibérations de l'assemblée générale extraordinaire du 2 juillet 2010, enregistré à la recette des finances du Lac sous le n° 10506146, quittance n° M065134 du 8 Septemb",,,,
G0165,annonces-legales/fr/2010/121:2010T06284SRLB2,EV_45f3d1ed3cf34725492a,headquarters_moved,,SMILE IMMOBILIERE,,2010-07-02,act,corp.hq,"En vertu du procès-verbal de l'assemblée générale ordinaire date du 30 Mai 2009 enregistré à la recette des finances du Lac, sous le n° 09703375, quittance n° M040815 du 30 Juin 2010, dont deux exempl",,,,
G0165,annonces-legales/fr/2010/121:2010T06284SRLB2,EV_dfb60f2acdc7a77677d8,appointed,Emna Ayadi,SMILE IMMOBILIERE,,2010-07-02,act,corp.appointed,"l'adresse suivante: Résidence Blue center, Magasin n° 1, rue du Lac de Constance, les berges du Lac, 1053 Tunis et à la nomination de Mme Emna Ayadi comme cogérante de la société, chargée du développe",,,,
G0166,annonces-legales/fr/2010/127:2010G07075SRLB1,EV_4f8e9b79648a8bcf242f,constituted,,Phone distribution,,2010-10-14,act,corp.constituted,Avis de constitution d'une SARL,,,,
G0166,annonces-legales/fr/2010/127:2010G07075SRLB1,EV_33a0ebae0a194cf131e4,appointed,Harzi Férial,Phone distribution,gerant,2010-10-14,act,corp.appointed,Gérance : Mme Harzi Férial est nommée gérante de la société.,,,,
G0168,annonces-legales/fr/2010/131:2010G07300SANB1,EV_70a6404006ab654b4c14,constituted,,Compagnie d'Assurances et de Réassurances Tuniso-Européenne Vie Carte Vie,,2010-10-22,act,corp.constituted,Sociétés anonymes,,,,
G0168,annonces-legales/fr/2010/131:2010G07300SANB1,EV_e36bbdbaa160f9c4e9d0,liquidated,,Compagnie d'Assurances et de Réassurances Tuniso-Européenne Vie Carte Vie,,2010-10-22,act,corp.liquidated,"Répartition du résultat, du boni de liquidation, constitution de réserves : La répartition du résultat ou du boni de liquidation cas de liquidation de la société et la constitution des réserves en se ",,,,
G0169,annonces-legales/fr/2010/132:2010X01942SRLB1,EV_57eaa4300ca53430b832,constituted,,FIRST OPTICAL,,2010-11-01,filing,corp.constituted,Constitution d'une SARL,,,,
G0172,annonces-legales/fr/2010/152:2010R04496SANB2,EV_29b8eb09c9f78f5f6713,appointed,Malik Djebbi,Société U.DE.VER S.A,administrateur,2010-11-27,act,corp.appointed,"- De nommer messieurs : Miled Djebbi, Malik Djebbi, Karim Djebbi, Farid Djebbi en qualité d'administrateur pour les exercices 2009, 2010 et 2011.",,,,
G0172,annonces-legales/fr/2010/152:2010R04496SANB2,EV_96aa8a5dabc4d3bfc27e,appointed,Karim Djebbi,Société U.DE.VER S.A,administrateur,2010-11-27,act,corp.appointed,"- De nommer messieurs : Miled Djebbi, Malik Djebbi, Karim Djebbi, Farid Djebbi en qualité d'administrateur pour les exercices 2009, 2010 et 2011.",,,,
G0173,annonces-legales/fr/2010/153:2010G08649SRLB1,EV_78a8c20dcf18f0034bb9,constituted,,QUALITEST» - SARL,,2010-10-26,act,corp.constituted,Constitution d'une société,,,,
G0173,annonces-legales/fr/2010/153:2010G08649SRLB1,EV_2d28be3c50696ab4cedd,appointed,Giacomo Regoli,QUALITEST» - SARL,cogerant,2010-10-26,act,corp.appointed,Gérant : Monsieur Giacomo Regoli et Madame Lucia Ciacci sont nommés cogérants de la société.,,,,
G0173,annonces-legales/fr/2010/153:2010G08649SRLB1,EV_a5f5ed7476e49c88cee3,appointed,Lucia Ciacci,QUALITEST» - SARL,cogerant,2010-10-26,act,corp.appointed,Gérant : Monsieur Giacomo Regoli et Madame Lucia Ciacci sont nommés cogérants de la société.,,,,
G0176,annonces-legales/fr/2011/003:2011T00046SRLB2,EV_d780ed6ef9ab9596ace4,resigned,Kedayem Haykel,SOCIETE DE PRODUITS ALIMENTAIRES S.P.A,gerant,2010-12-16,act,corp.resigned,"Egalement, il a été décidé de nommer Monsieur Kedayem Haykel, nouveau gérant à la place de Monsieur Walid Elloumi gérant démissionnaire, 2 exemplaires du P.V de l'assemblée Générale Extraordinaire et ",,,,
G0176,annonces-legales/fr/2011/003:2011T00046SRLB2,EV_bb4808f861da4c731d49,resigned,Walid Elloumi,SOCIETE DE PRODUITS ALIMENTAIRES S.P.A,gerant,2010-12-16,act,corp.resigned,"Egalement, il a été décidé de nommer Monsieur Kedayem Haykel, nouveau gérant à la place de Monsieur Walid Elloumi gérant démissionnaire, 2 exemplaires du P.V de l'assemblée Générale Extraordinaire et ",,,,
G0177,annonces-legales/fr/2011/004:2011G00126SRLB1,EV_49e06521f9b7f55eddd9,constituted,,MK CONSULTING,,2011-01-08,pub_only,corp.constituted,Constitution de société,,,,
G0177,annonces-legales/fr/2011/004:2011G00126SRLB1,EV_59128c977de064b6ad1e,appointed,Aida Ben Cheikh,MK CONSULTING,gerant,2011-01-08,pub_only,corp.appointed,- Gérance : Madame Aida Ben Cheikh est désignée gérante par les statuts,,,,
G0178,annonces-legales/fr/2011/013:2011G00446SRLB1,EV_2dd0b70d4599b066b433,constituted,,Société Said de Commerce,,2010-12-01,act,corp.constituted,Constitution d'une SARL,,,,
G0178,annonces-legales/fr/2011/013:2011G00446SRLB1,EV_a1927f32083375907ba9,appointed,Said Briki,Société Said de Commerce,gerant,2010-12-01,act,corp.role_colon,Gérance : Mr Said Briki.,,,,
G0179,annonces-legales/fr/2011/015:2011W00009SRLB1,EV_a9663eac489862e91151,constituted,,Société Tunisienne de transformation de plastique,,2011-01-21,registration,corp.constituted,Constitution d'une Société S.A.R.L,,,,
G0179,annonces-legales/fr/2011/015:2011W00009SRLB1,EV_c54fcc383e4b4f0b9678,appointed,Zarrouk Ilies,Société Tunisienne de transformation de plastique,gerant,2011-01-21,registration,corp.appointed,Gérance : Mr Zarrouk Ilies est nommé gérant de la société pour une durée de trois ans renouvelables avec les pouvoirs les plus étendus.,,,,
G0180,annonces-legales/fr/2011/017:2011G00635SRLB1,EV_d5a22a2f4c56ddfb27b2,constituted,,DEAL SARL,,2011-01-24,act,corp.constituted,Constitution d'une SARL,,,,
G0180,annonces-legales/fr/2011/017:2011G00635SRLB1,EV_f7689f5f126ffc289733,appointed,Alberto Luigi Maurizio,DEAL SARL,gerant,2011-01-24,act,corp.role_colon,Gérance : Mr Alberto Luigi Maurizio ventresca a été nommée gérant de la société avec les pouvoirs les plus étendus.,,,,
G0181,annonces-legales/fr/2011/020:2011G00751SRLB1,EV_dd506108cad927dba047,constituted,,NOOR Prestige,,2011-02-04,filing,corp.constituted,Constitution d'une SARL,,,,
G0181,annonces-legales/fr/2011/020:2011G00751SRLB1,EV_1eb7135291a7ba2d67d9,appointed,Mohamed Aziz Triki,NOOR Prestige,gerant,2011-02-04,filing,corp.role_colon,Gérant : Mr Mohamed Aziz Triki.,,,,
G0182,annonces-legales/fr/2011/020:2011T00553SRLB1,EV_71e023c0beaafb3b0348,constituted,,Société DEFI-MC,,2011-01-25,act,corp.constituted,Constitution d'une SARL,,,,
G0182,annonces-legales/fr/2011/020:2011T00553SRLB1,EV_ef835ebd0978cc384a6d,appointed,Mohamed Elamri,Société DEFI-MC,gerant,2011-01-25,act,corp.appointed,Gérance : M. Mohamed Elamri est nommé gérant de la société avec les pouvoirs les plus étendus.,,,,
G0183,annonces-legales/fr/2011/024:2011A00140SRLB2,EV_f8609c3f3e25c9c69cbe,capital_increased,,Société NOUR du PVC et ALUMINIUM,,2011-02-24,pub_only,corp.cap_up,- Augmentation du capital sociale à 20 000 Dinars tunisiens.,,,,
G0185,annonces-legales/fr/2011/027:2011G01190SRLB1,EV_2e96dffc958bb74f6ab4,constituted,,STE JM RAIL TEK INC SARL,,2011-02-25,act,corp.constituted,Constitution d'une société,,,,
G0186,annonces-legales/fr/2011/032:2011R00645SRUB1,EV_8420e62b4ac7694c3bd7,constituted,,Société Y,,2011-02-03,act,corp.constituted,Sociétés unipersonnelles à responsabilité limitée,,,,
G0187,annonces-legales/fr/2011/035:2011G01664SRLB1,EV_18c0b41896f0fd24f9b0,constituted,,S P H SARL,,2011-03-01,act,corp.constituted,Constitution d'une SARL,,,,
G0187,annonces-legales/fr/2011/035:2011G01664SRLB1,EV_584b38a23046871cde3f,appointed,Asma Azzabi,S P H SARL,gerant,2011-03-01,act,corp.role_colon,Gérance : Mlle Asma Azzabi.,,,,
G0188,annonces-legales/fr/2011/039:2011N00308SRUB2,EV_dc30c5414e41542864ef,capital_increased,,Sté Hergli pour L'agriculture SUARL,,2011-02-14,act,corp.cap_up,"L'associé a décidé l'augmentation du capital social, par apport en numéraire, de 15 000 dt à 30 000 dt par la création des 150 parts nouvelles de 100 dt chacune.",,,,
G0189,annonces-legales/fr/2011/042:2011R00912APSF1,EV_4750e147f4abae0a1433,appointed,Issam Lahmar,syndicat des magistrats Tunisiens,secretaire_general,2011-04-07,pub_only,assoc.bureau,Secrétaire général : Issam Lahmar.,,,,
G0189,annonces-legales/fr/2011/042:2011R00912APSF1,EV_f4807e80e3787833b0f6,appointed,Sofiane Elourabi,syndicat des magistrats Tunisiens,treasurer,2011-04-07,pub_only,assoc.bureau,Trésorier : Sofiane Elourabi.,,,,
G0189,annonces-legales/fr/2011/042:2011R00912APSF1,EV_21dcc13a59aea85bc5ad,appointed,Henda Ktari,syndicat des magistrats Tunisiens,treasurer,2011-04-07,pub_only,assoc.bureau,Trésorier adjoint : Henda Ktari.,,,,
G0190,annonces-legales/fr/2011/044:2011Z00086SRLB1,EV_229ccf295a921175b05b,constituted,,Société Méditerranée des Services & Qualité Industriels,,2011-04-04,act,corp.constituted,Constitution d'une SARL,,,,
G0191,annonces-legales/fr/2011/046:2011R01056SRLB1,EV_deb4d3d9a40bb3dfd94f,constituted,,Société LOKMENE SERVICES,,2011-04-13,filing,corp.constituted,Constitution d'une société SARL,,,,
G0191,annonces-legales/fr/2011/046:2011R01056SRLB1,EV_c80b039d5c3ca84f66e5,appointed,Ilyes Ben Saleh,Société LOKMENE SERVICES,gerant,2011-04-13,filing,corp.appointed,Gérant : Monsieur Ilyes Ben Saleh est nommé gérant de la société pour une durée de 3 ans renouvelable.,,,,
G0192,annonces-legales/fr/2011/048:2011G02360SRLB2,EV_4626ef149d3c2e6672dd,appointed,Achraf Boudaya,Société MULTIVAC NORTH AFRICA SARL,commissaire_aux_comptes,2010-03-19,act,corp.appointed,"En vertu du procès verbal de l'assemblée générale ordinaire du 19 mars 2010 enregistré à la Recette des Finances de la Marsa le 25 mars 2011 sous le n°11701351, Quittance n°22307 dont deux exemplaires",,,,
G0193,annonces-legales/fr/2011/051:2011R01254SRLB2,EV_ddfab98739df991f3578,capital_increased,,Société OIL SERVICES,,2011-03-24,act,corp.cap_up,Augmentation du capital modification des statuts,,,,
G0194,annonces-legales/fr/2011/052:2011G02623SRLB2,EV_ff15bd2ceff3f51ce123,liquidated,,Consultant en Maintenance - SARL,,2011-04-15,act,corp.liquidated,- Les associés approuvent les travaux de liquidation et donne quitus au liquidateur.,,,,
G0195,annonces-legales/fr/2011/052:2011S00749SRUB1,EV_1affe425b74384d8765c,constituted,,Société SIGMA-PRO,,2011-04-12,act,corp.constituted,Société SIGMA PRO SUARL,,,,
G0195,annonces-legales/fr/2011/052:2011S00749SRUB1,EV_7e2b099c3a86049b0c4a,appointed,Mezri Mabrouk,Société SIGMA-PRO,gerant,2011-04-12,act,corp.appointed,Gérant : Mr Mezri Mabrouk est nommé Gérant de la société pour une durée indéterminée avec les pouvoirs les plus étendus.,,,,
G0196,annonces-legales/fr/2011/057:2011G02888SANB2,EV_75d935bf3a123f539786,capital_decreased,,Société High Tech Immobilière,,2011-02-25,act,corp.cap_down,# Réduction du capital Modification des statuts,,,,
G0198,annonces-legales/fr/2011/059:2011B00690SRLB2,EV_7d1714e2cb21df96b88b,shares_transferred,Khaled Bouzid,Comptoir Général Automobile S.A.R.I,,2010-10-02,act,corp.shares,Suivant acte de donation du 23/10/2009 enregistré le 3/11/2009 quittance M051706 et dont deux exemplaires ont été déposés au greffe du Tribunal de Première Instance de Sfax sous le n°201070768 le 15/9,,,,
G0198,annonces-legales/fr/2011/059:2011B00690SRLB2,EV_a1cb049459f35585742a,shares_transferred,Soufia Sellami,Comptoir Général Automobile S.A.R.I,,2010-10-02,act,corp.shares,Suivant acte de donation du 23/10/2009 enregistré le 3/11/2009 quittance M051706 et dont deux exemplaires ont été déposés au greffe du Tribunal de Première Instance de Sfax sous le n°201070768 le 15/9,,,,
G0200,annonces-legales/fr/2011/063:2011G03224SANB2,EV_ccc7ab363d3897e3c94c,renewed,Yezid Skandrani,Société SIGMA HOLDING,president_ca,2008-05-05,act,corp.renewed,- Renouvellement du mandat du Directeur Général Mr Yezid Skandrani ainsi que le renouvellement du mandat du Président du conseil d'Administration Madame Radhia Omrane épouse Skandrani avec la dissocia,,,,
G0200,annonces-legales/fr/2011/063:2011G03224SANB2,EV_cdcae9ffd5ee901f9f8e,renewed,Néjiba Chouk,Société SIGMA HOLDING,commissaire_aux_comptes,2008-05-05,act,corp.renewed,"- Renouvellement du mandat de Madame Néjiba Chouk en tant que Commissaire aux comptes de la société pour les exercices 2008, 2009 et 2010.",,,,
G0201,annonces-legales/fr/2011/067:2011G03557SRLB1,EV_a8acd2910c495b113948,constituted,,BIG STEP GROUP,,2011-05-24,act,corp.constituted,Constitution d'une SARL,,,,
G0202,annonces-legales/fr/2011/068:2011G03644SRLB1,EV_3ad10d4560b7365cf93f,constituted,,COCID INTERNATIONAL TRADING,,2011-06-02,act,corp.constituted,Constitution d'une SARL,,,,
G0202,annonces-legales/fr/2011/068:2011G03644SRLB1,EV_2255cdb47c13ced9879e,appointed,Souhail Ben Yaghlane,COCID INTERNATIONAL TRADING,gerant,2011-06-02,act,corp.appointed,Gérance : Mr Souhail Ben Yaghlane est nommé gérant de la société avec les pouvoirs les plus étendus.,,,,
G0203,annonces-legales/fr/2011/070:2011G03736SRLB2,EV_3bd9fb92441ff6add77e,appointed,Sadok Haj Salem,Euphoric- Travel,gerant,2011-05-12,act,corp.appointed,"l'Assemblée décide de nommer Mr. Sadok Haj Salem né le 6/6/1984 à Tunis, titulaire de la CIN n° 08179414. Nouveau gérant pour une durée d'une",,,,
G0204,annonces-legales/fr/2011/070:2011G03778SRLB1,EV_54cc411a75774728b1c0,constituted,,SO,,2011-06-06,act,corp.constituted,Constitution d'une SARL,,,,
G0204,annonces-legales/fr/2011/070:2011G03778SRLB1,EV_4f1c068452659042d2fc,appointed,Mohamed Amine Ben Abdallah,SO,gerant,2011-06-06,act,corp.appointed,Gérance : Monsieur Mohamed Amine Ben Abdallah est nommé Gérant de la société pour une durée illimitée avec les pouvoirs les plus étendus.,,,,
G0205,annonces-legales/fr/2011/072:2011G03920SRLB1,EV_588953db06470bfd9464,constituted,,Société REC CREATIVE,,2011-06-08,act,corp.constituted,Constitution d'une SARL,,,,
G0205,annonces-legales/fr/2011/072:2011G03920SRLB1,EV_cc1be49381f81cd02196,appointed,Karim Ben Berhouma,Société REC CREATIVE,gerant,2011-06-08,act,corp.appointed,Le Gérant : Monsieur Karim Ben Berhouma et Monsieur Mohamed Aouadi sont nommés gérants de la société avec tous les pouvoirs énoncés au statut les plus étendus.,,,,
G0205,annonces-legales/fr/2011/072:2011G03920SRLB1,EV_e48e6da661d836e87c67,appointed,Mohamed Aouadi,Société REC CREATIVE,gerant,2011-06-08,act,corp.appointed,Le Gérant : Monsieur Karim Ben Berhouma et Monsieur Mohamed Aouadi sont nommés gérants de la société avec tous les pouvoirs énoncés au statut les plus étendus.,,,,
G0206,annonces-legales/fr/2011/076:2011M00389SRLB1,EV_b5dd057b4fc1af9c9cfd,constituted,,société les yeux d'import export,,2011-06-19,act,corp.constituted,Constitution d'une société,,,,
G0206,annonces-legales/fr/2011/076:2011M00389SRLB1,EV_2bde957ae43296610b48,appointed,Hanen Ben Abdeladhim,société les yeux d'import export,gerant,2011-06-19,act,corp.role_colon,Gérance : Mademoiselle Hanen Ben Abdeladhim,,,,
G0208,annonces-legales/fr/2011/084:2011G04564SANB1,EV_faf34e1abf85ed59d7e4,constituted,,Monafil Technology,,2011-06-23,act,corp.constituted,Sociétés anonymes,,,,
G0208,annonces-legales/fr/2011/084:2011G04564SANB1,EV_2acd867d4c9a0c9fd35f,appointed,Néji Ben Ali,Monafil Technology,pdg,2011-06-23,act,corp.appointed,"Et suivant procès-verbal enregistré à la même recette sous le n°11706870 quittance 8249, le premier conseil d'administration du 6 juillet 2011 a nommé M. Néji Ben Ali président Directeur Général avec ",,,,
G0208,annonces-legales/fr/2011/084:2011G04564SANB1,EV_1af6036f52d182daaa14,appointed,Néjib H'MIDA,Monafil Technology,dga,2011-06-23,act,corp.appointed,"Et suivant procès-verbal enregistré à la même recette sous le n°11706870 quittance 8249, le premier conseil d'administration du 6 juillet 2011 a nommé M. Néji Ben Ali président Directeur Général avec ",,,,
G0211,annonces-legales/fr/2011/088:2011T04138SRUB1,EV_542d4acc4d6eaee9c839,constituted,,Société Nettoyage et location de la main d'œuvre spécialisé et ordinaire,,2011-07-01,registration,corp.constituted,Constitution d'une SUARL,,,,
G0212,annonces-legales/fr/2011/089:2011G04776SRLB1,EV_1f69971a28fa0f8aabcb,constituted,,Sté HAPAX,,2011-07-19,act,corp.constituted,CONSTITUTION D'UNE SARL,,,,
G0212,annonces-legales/fr/2011/089:2011G04776SRLB1,EV_585a1369539ed76af661,appointed,Gérald Verniers,Sté HAPAX,gerant,2011-07-19,act,corp.appointed,Gérance: Mr Gérald Verniers est nommé gérant avec les pouvoirs les plus étendus.,,,,
G0213,annonces-legales/fr/2011/092:2011300620SRLB1,EV_f703a9b2b70656924984,constituted,,Société Tunisienne D'air Conditionne et Froid Industriel Clima-Staff,,2011-06-15,act,corp.constituted,Constitution d'une société à responsabilité limitée,,,,
G0213,annonces-legales/fr/2011/092:2011300620SRLB1,EV_4f07b8e9ccae7a7be782,appointed,Faker Mesfar,Société Tunisienne D'air Conditionne et Froid Industriel Clima-Staff,gerant,2011-06-15,act,corp.role_colon,Gérance : Monsieur Faker Mesfar avec le pouvoir le plus étendu.,,,,
G0214,annonces-legales/fr/2011/096:2011U00081SRLB1,EV_5a37a990005ea17a291e,constituted,,Société Bayrem de Promotion Immobilière SBPI,,2011-06-20,act,corp.constituted,Constitution d'une SARL,,,,
