coding_id,stratum,edge_id,entry_uid,subject_name,relation,layer,counterparty_name,counterparty_kind,year,extractor,pattern_id,folio,evidence_quote,verdict,correct_relation,correct_counterparty,coder,coder_note
E0117,office|llm,ED_43e4b401310062956c86,aalam:3.05,خير الله بن مصطفى,patronised_by,office,محمد الناصر باي,person,,llm,aalam-model-v1,319-326,"أبواب قصور الملوك الحسيئيين، لا سيما منهم المرحوم محمد
الناصر باي",correct,,,C4,"quote alone states palace access ('لا سيما منهم محمد الناصر باي'), not patronage; the passage adds discreet meetings with the king and his later appointment as director of protocol in Nasir Bey's court, which carry the relation"
E0118,office|llm,ED_44eee9bc71bad9b05e5c,aalam:3.11,محمود الماطري,opposed_by,office,مارسال بيروتون,person,,llm,aalam-model-v1,355-360,ومن بينهم الدكتور محمود الماطري الذي كان ذا بنية ضعيفة,correct,,,C4,Peyrouton 'قرر ان يبعد الى برج البوف قادة الحزب، ومن بينهم الدكتور محمود الماطري' - counterparty acts against subject in the same sentence
E0119,office|llm,ED_472d6684b3522872cdc6,aalam:1.02,مصطفى خوجة,appointed_to,office,الوزير الأكبر,office,,llm,aalam-model-v1,33-48,عهد بها الباي إلى وزيره الأكبر مصطفى خوجة,correct,,,C4,"office by apposition: 'عهد بها الباي الى وزيره الاكبر مصطفى خوجة' (1792 punitive expedition); no appointment event, no year"
E0120,office|llm,ED_49d5be6a6b69bd65b332,aalam:3.11,محمود الماطري,appointed_to,office,وزير الداخلية,office,1950,llm,aalam-model-v1,355-360,وعيّن من جديد وزيراً للداخلية في الوزارة التفاوضية,correct,,,C4,footnote: 'عين من جديد وزيرا للداخلية في الوزارة التفاوضية التي تولت الحكم من سنة 1950 الى سنة 1952'
E0121,office|llm,ED_4ba5a320091ac7fe98b3,aalam:3.05,حسونة بن مصطفى,appointed_to,office,معتمد عسكري لدى الفيلق التونسي,office,,llm,aalam-model-v1,319-326,"فعيّلوه في خطة معتمد عسكري لدى الفيلق
التونسي المساهم في حرب القرم",correct,,,C4,"'فعينوه في خطة معتمد عسكري' - pronoun refers to Hassouna, the father, correctly taken as subject rather than the entry subject Khayrallah"
E0122,office|llm,ED_54cae80e3fe27366341f,aalam:2.10,محمد بن الخوجة,succeeded,office,أمير الأمراء بلنسي,person,1914,llm,aalam-model-v1,225-236,"عوضاً عن أمير الأمرا،
بلنسي الذي أحيل على التقاعد سنة 1914",correct,,,C4,'عوضا عن امير الامراء بلنسي الذي احيل على التقاعد سنة 1914' - Ben Khoja takes over the protocol directorship
E0123,office|llm,ED_55ea9fc359353c70fab6,aalam:1.02,يوسف صاحب الطابع,appointed_to,office,إدارة الجهات,office,,llm,aalam-model-v1,33-48,تكليف خادمه المفضل بمهمّة السهر شخصياً على إعادة تنظيم الإدارة,correct,,,C4,'تكليف خادمه المفضل بمهمة السهر شخصيا على اعادة تنظيم الادارة الجهوية' - 'خادمه المفضل' is the entry subject Yusuf; text adds it was 'بمثابة وزارة الداخلية'
E0124,office|llm,ED_56ef9d3b7420d7fd1ae4,aalam:3.05,خير الله بن مصطفى,succeeded,office,محمد بن الخوجة,person,,llm,aalam-model-v1,319-326,"تخلفا للجنرال
محمد بن الخوجة",correct,,,C4,'سمي مديرا للتشريفات السنية في بلاط محمد الناصر باي، تخلفا للجنرال محمد بن الخوجة' - consistent with E0122/E0131
E0125,office|llm,ED_58cae3ea039315dd6032,aalam:1.06,أحمد بن أبي الضياف,appointed_to,office,شاهد عدل,office,1822,llm,aalam-model-v1,71-78,فقد تم تعيينه سنة 1822 في خخطة شاهد عدل,correct,,,C4,'فقد تم تعيينه سنة 1822 في خطة شاهد عدل'
E0126,office|llm,ED_5ade71f28d04650a080a,aalam:2.02,البشير صفر,patronised_by,office,الجنرال خير الدين,person,,llm,aalam-model-v1,121-132,كان يحظى، دوماً وأبداً بتشجيعات الجنرال خخير الدين أثنا، زياراته المتكررة للمدرسة الصادقية,correct,,,C4,'كان يحظى دوما وابدا بتشجيعات الجنرال خير الدين... واهتمامه المتزايد بمترجمنا الذي اصبح احد ضيوفه المبجلين'
E0127,office|llm,ED_60127cbd2fb4e61ee9d3,aalam:2.13,عبد الجليل الزاوش,appointed_to,office,شيخ مدينة تونس,office,1934,llm,aalam-model-v1,253-270,وفى 18 ماي 1934 هين في منصب شيخ مدينة تونس,correct,,,C4,'وفي 18 ماي 1934 عين في منصب شيخ مدينة تونس'; subject Zaouche is the entry subject
E0128,office|llm,ED_6ab6ae300e0b4d5fe35c,aalam:1.07,الجنرال حسين,opposed_by,office,مصطفى بن إسماعيل,person,,llm,aalam-model-v1,79-86,"وتعيين
خصمه اللدود مصطفى بن إسماعيل على رأس الحكومة",correct,,,C4,"'خصمه اللدود مصطفى بن اسماعيل' - the antecedent of 'ـه' is the entry subject General Husayn (the migration 'لم تزعجه'), confirmed by the next paragraph on his 'خصومه الالداء'; Khayr al-Din is a possible but weaker antecedent"
E0129,office|llm,ED_6b174c5d1a2f33ef0357,aalam:1.09,الجنرال خير الدين,commissioned_by,office,الصادق باي,person,,llm,aalam-model-v1,97-112,فما إن رجع إلى تونس حتى كلفه الأمير الصادق باي بالدفاع لدى الباب العالي,correct,,,C4,"'كلفه الامير الصادق باي بالدفاع لدى الباب العالي عن فكرة...' - named mission, counterparty commissions"
E0130,office|llm,ED_6e66237dc18b500eef17,aalam:2.05,خير الدين باشا,appointed_to,office,الوزير الأكبر,office,,llm,aalam-model-v1,159-168,"صحبة والده
الوزير الأكبر خير الدين باشا رحمة الله عليه وبقيّة أفراد أسرته",correct,,,C4,"office by apposition: 'صحبة والده الوزير الاكبر خير الدين باشا'; incidental third-party mention, no appointment event or year"
E0131,office|llm,ED_757c553f2a01a3cd842e,aalam:2.10,محمد بن الخوجة,appointed_to,office,عامل بنزرت,office,1924,llm,aalam-model-v1,225-236,وكانت مديئة بنزرت التي نقل إليها سنة 1924 بنفس الصفة,correct,,,C4,office named only anaphorically: 'نقل اليها سنة 1924 بنفس الصفة' refers back to 'سمي عاملا (واليا) على قابس' two paragraphs earlier; correct but the quote alone does not contain the post
E0132,office|llm,ED_78d6302ea5b56bf2923f,aalam:2.09,طاهر خير الدين,appointed_to,office,رتبة أمير لواء,office,,llm,aalam-model-v1,193-224,ارتقى إلى رتبة أمير لوا، (جنرال),correct,,,C4,"'ارتقى الى رتبة امير لواء (جنرال)'; elided subject is the entry subject Tahir. A rank, not a post - same office-node weakness as E0113/E0134"
E0133,office|llm,ED_78ef3e1dd405a468d441,aalam:1.05,محمود قابادو,appointed_to,office,قاضي باردو,office,,llm,aalam-model-v1,63-70,"أولاه الأمير الجديد
محمد الصادق باي), خطة قاضي باردو",correct,,,C4,"'اولاه الامير الجديد محمد الصادق باي خطة قاضي باردو' - VSO read correctly: the Bey confers, Qabadu receives"
E0134,office|llm,ED_85a254ade4ef45caf2d8,aalam:2.08,أحمد الغطاس,appointed_to,office,محام,office,,llm,aalam-model-v1,187-192,باعتباره أول محام تونسي [متخرج من الجامعات,correct,,,C4,"'باعتباره اول محام تونسي متخرج من الجامعات الفرنسية' - the text supports the role, but nobody appointed him: 'محام' is a profession minted as an office node and appointed_to ('took up a named post') does not fit the sentence"
E0135,office|llm,ED_866936cc6676f989c678,aalam:1.02,يوسف صاحب الطابع,patronised,office,عثمان باي,person,1814,llm,aalam-model-v1,33-48,ثم أسرع إلى مبايعته رسميّاً رغم ما أظهره,correct,recommended,,C4,"patronage is in the preceding clause ('اقترح عليهم تنصيب الامير عثمان باي على العرش الشاغر'); the quoted clause alone, مبايعة, is deference and reads the other way. 'recommended' (subject proposed the counterparty for a post) would be the exact label"
E0136,office|llm,ED_9771294ff1045f1ed1f5,aalam:2.09,أحمد باي الثاني,appointed_to,office,عرش المملكة التونسية,office,1929,llm,aalam-model-v1,193-224,ارتقى الأمير أحمد باي الثاني إلى العرش في 11 فيفري 1929,correct,,,C4,"VSO trap avoided: 'ارتقى الامير احمد باي الثاني الى العرش في 11 فيفري 1929' - Ahmad Bey II is correctly the subject, not a counterparty of the entry subject Tahir Khayr al-Din"
E0137,office|llm,ED_ab3db30744432d5adbdd,aalam:3.02,الشيخ ظافر,patronised_by,office,السلطان عبد الحميد,person,,llm,aalam-model-v1,295-300,قصر السلطان عبد الحميد واكتساب ثقة الشيخين المؤتمنين على سياسته,correct,,,C4,"'الشيخين المؤتمنين على سياسته' = entrusted with the Sultan's policy, direction right; but Zafir is named only two sentences later ('زوار الشيخين ظافر وابي الهدى'), so the quote alone does not identify the subject"
E0138,office|llm,ED_ac025cc4ebbf1da5edad,aalam:1.08,محمود خوجة,appointed_to,office,وزير الحرب,office,,llm,aalam-model-v1,87-96,"محمود خوجة وزير الحرب في عهد
الأمير أحمد باي الأول",correct,,,C4,'ابنة الجنرال محمود خوجة وزير الحرب في عهد الامير احمد باي الاول' - office by apposition in a kinship clause
E0139,office|llm,ED_ad19700df4e087f87e97,aalam:2.06,خير الدين,appointed_to,office,وزير أكبر,office,1873,llm,aalam-model-v1,169-176,بعد تولّى خير الدين خطة وزير أكبر فى سنة 1873,correct,,,C4,'بعد تولي خير الدين خطة وزير اكبر في سنة 1873'
E0140,office|llm,ED_b24ff4e075c8afe85f39,aalam:1.02,يوسف صاحب الطابع,appointed_to,office,قيادة الجيش,office,1807,llm,aalam-model-v1,33-48,فجهز بمنتهى السرعة جيشا جديدا وعهد بقيادته إلى وزيره الأكبر,correct,,,C4,"'وعهد بقيادته الى وزيره الاكبر' - the vizier is the entry subject Yusuf (confirmed by 'رجع على رأس الحكومة' and 'الجامع الذي يحمل اسمه'), 1807 Algerian campaign"
E0141,office|llm,ED_b6ab96139cd77f238ea4,aalam:3.07,البشير صفر,left_post,office,الجمعية الخلدونية,association,,llm,aalam-model-v1,333-340,للاضطلاع بمهام أخرى، وهما البشير صفر ومحمد الأصرم,correct,,,C5,«ثم للجمعية الخلدونية بعد مغادرة عضوين من أبرز أعضاء هيئتها المديرة ... وهما البشير صفر ومحمد الأصرم»; nearest antecedent of هيئتها is الخلدونية; Sfar is one of the two who left.
E0142,office|llm,ED_bc30921468bd38fc4425,aalam:2.15,الصادق التلاتلي,left_post,office,مفتش التعليم الابتدائي العربي,office,1930,llm,aalam-model-v1,277-286,الاحتفال الفخم المقام على شرفه يوم 18 أفريل 1930»,correct,,,C5,"Quote is truncated one clause short of the evidence: the sentence continues «بمناسبة إحالته على التقاعد». Entry also fixes the post (مفتش since 1908, «أول مفتش للتعليم العربي بتونس»). Tie holds on the full sentence, not on the quoted fragment."
E0143,office|llm,ED_bddaffb1d13b5149e669,aalam:3.01,مصطفى رضوان,appointed_to,office,رئيس قسم الإنشاء بإدارة المالية,office,,llm,aalam-model-v1,287-294,مصطفى » رئيس قسم الإنشا، بإدارة المال,correct,,,C5,"Appositive: «وقد أنجب أبوه مصطفى، رئيس قسم الإنشاء بإدارة المال». Office-holding stated; no appointment event, but appointed_to is the scheme's only office relation."
E0144,office|llm,ED_c7b5dd499610aefdc1c0,aalam:2.15,الصادق التلاتلي,appointed_to,office,سلك التعليم,office,1892,llm,aalam-model-v1,277-286,الانتقطاع عن الدراسة والالتحاق سنة 1892 بسلك التعليم,correct,,,C5,«اضطرّ إلى الانقطاع عن الدراسة والالتحاق سنة 1892 بسلك التعليم: أولاً كمعلم».
E0145,office|llm,ED_c831d648765840f12bef,aalam:3.03,عبد الجليل الزاوش,appointed_to,office,والي سوسة,office,,llm,aalam-model-v1,301-306,سيصبحان فيما بعد، الواحد تلو الآخر، واليبن على سوسة,correct,,,C5,«البشير صفر وعبد الجليل الزاوش اللذين سيصبحان فيما بعد، الواحد تلو الآخر، واليين على سوسة» — الزاوش named explicitly.
E0146,office|llm,ED_ce3d45a5c1c4da797428,aalam:3.02,الشيخ محمد بورقيبة,appointed_to,office,مهنة المحاماة لدى المحاكم التونسية,office,,llm,aalam-model-v1,295-300,فاختار مهنة المحاماة لدى المحاكم التونسية,correct,,,C5,"«فاختار مهنة المحاماة لدى المحاكم التونسية»; subject confirmed as the entry subject الشيخ محمد بورقيبة (footnote «أصدر الشيخ محمد بورقيبة جريدة لسان الحق»). Caveat: a self-chosen profession, not an appointment to an office."
E0147,office|llm,ED_d111f317e14369808e3a,aalam:1.09,الجنرال خير الدين,headed,office,اللجنة المالية الدولية,org,,llm,aalam-model-v1,97-112,فقد تم تعبينه على رأس تلك اللجنة، بالإضافة إلى اضطلاعه بخطة وزير مباشر,correct,,,C5,"«ورغم معارضة خير الدين الشديدة، فقد تم تعيينه على رأس تلك اللجنة» — على رأس + body, not the «على رأسهم» (heading a group of people) trap."
E0148,office|llm,ED_d14fcef2380c24dd6c16,aalam:3.06,مصطفى الكعاك,commissioned_by,office,سلطة الحماية,org,1947,llm,aalam-model-v1,327-332,"وفى سنة 1947, حاولت الحماية إيجاد حل متحرّر للأزمة",correct,,,C5,Quote stops before the load-bearing clause; sentence continues «فدعت عميد هيئة المحامين الأستاذ مصطفى الكعاك إلى تشكيل وزارة متجانسة ومسؤولة». Direction (Kaak commissioned by the Protectorate) holds.
E0149,office|llm,ED_d242b12f3750a47f83b2,aalam:3.14,محمد الأمين الشابي,left_post,office,وزير التربية القومية,office,1958,llm,aalam-model-v1,373-376,"التي اضطلع
بها مدة سنتين (2)1958-1956",wrong_relation,appointed_to,,C5,"The sentence states tenure, not departure: «بتكليفه غداة الاستقلال بمهمة وزير التربية القومية التي اضطلع بها مدة سنتين (1956-1958)». No departure predicate anywhere (no ترك/غادر/أحيل/استقال). left_post is inferred from the tenure end-date. Also a duplicate mining of the same clause that produced E0164."
E0150,office|llm,ED_d308fab096586ca671bb,aalam:3.07,علي بن أحمد لاتي,appointed_to,office,المترجم العدلي,office,,llm,aalam-model-v1,333-340,لاتي المترجم العدلي، إلى سوسة ومنها إلى تونس,correct,,,C5,"Appositive title: «والده المرحوم علي بن أحمد لاتي المترجم العدلي». Office-holding stated (the finite verb نُقل is about the transfer, not the appointment)."
E0151,office|llm,ED_da5a2d38590eea03c193,aalam:2.14,رشيد بن مصطفى,appointed_to,office,نائب رئيس الجمعية الخلدونية,office,,llm,aalam-model-v1,271-276,وما لبث أن أصبح عضواً بارزاً في هيئتها المديرة ثم نائبا,correct,,,C5,«التحق ... بالجمعية الخلدونية ... وما لبث أن أصبح عضواً بارزاً في هيئتها المديرة ثم نائباً لرئيسها».
E0152,office|llm,ED_de4b9484fe18ac5bd729,aalam:1.03,إبراهيم الرياحي,appointed_to,office,باش مفتي,office,,llm,aalam-model-v1,49-56,تولّى الشيخ إبراهيم الرياحي خخطة باش مفتي، أي رئاسة المذهب,correct,,,C5,VSO trap present but not tripped: «ارتقى إلى العرش الأمير مصطفى باي ... تولّى الشيخ إبراهيم الرياحي خطة باش مفتي» — الرياحي is the one who تولّى.
E0153,office|llm,ED_df32d2cc7d448d35794a,aalam:3.08,محمد السنوسي,appointed_to,office,المحكمة العقارية المختلطة,court,,llm,aalam-model-v1,341-344,وألحقته بسلك القضا، (المحكمة العقارية المسختلطة),correct,,,C5,"Subject is the father, not the entry subject زين العابدين: «والده هو الشيخ محمد السنوسي ... ثم عفت عنه وألحقته بسلك القضاء (المحكمة العقارية المختلطة)». Correctly attributed."
E0154,office|llm,ED_e1839a5971ccff92b97b,aalam:1.08,محمد بيرم الخامس,headed,office,إدارة الأوقاف,org,1874,llm,aalam-model-v1,87-96,"فقد عهد إليه الوزير
بالإشراف على إدارة الأوقاف (1874)",correct,,,C5,"«ورغم امتناع محمد بيرم عن قبول تلك المهمة، فقد عهد إليه الوزير بالإشراف على إدارة الأوقاف (1874)» — the refusal is overridden in the same sentence, so this is not an opposite-sense quote."
E0155,office|llm,ED_e3929a0ba2b81fe88e83,aalam:3.05,بول كامبون,appointed_to,office,المقيم العام,office,,llm,aalam-model-v1,319-326,باشر بول كامبون خطة مقيم عام من سنة 1882 إلى سنة 1886,correct,,,C5,Stated in footnote (2): «باشر بول كامبون خطة مقيم عام من سنة 1882 إلى سنة 1886».
E0156,office|llm,ED_e53e55d7c64c79fa89c5,aalam:2.09,طاهر خير الدين,patronised_by,office,السلطان عبد الحميد,person,,llm,aalam-model-v1,193-224,باعتباره الوصيٌ الأكبر على أبنا، الصدر الأعظم ورئيس مجلس العرش,correct,,,C5,"«وقد أراد السلطان بهذه اللفتة، باعتباره الوصيّ الأكبر على أبناء الصدر الأعظم ... إظهار ما يوليه من عناية بالغة لأبناء ذلك الخادم». Sultan identified as عبد الحميد earlier in the entry; Tahir is the recipient, so patronised_by is the right direction."
E0157,office|llm,ED_e5d8d19e7d9ba65ba75b,aalam:2.08,لويس روني ميي,patronised,office,الجمعية الخلدونية,association,,llm,aalam-model-v1,187-192,"بتشجيع من ممثل فرنسا انذاك, المأسوف عليه السفير لويس روني ميي",correct,,,C5,"«الجمعية الخلدونية التي أسّستها ... مجموعة من الشبان التونسيين، بتشجيع من ممثل فرنسا آنذاك ... السفير لويس روني ميي» — encouragement of the body, active direction correct; not a founding claim."
E0158,office|llm,ED_e9a9c49831c164dc46d4,aalam:3.01,محمد رضوان,succeeded,office,مصطفى رضوان,person,,llm,aalam-model-v1,287-294,فأمّا الابن محمد الذي تلقى مثل شقيقه تربية مزدوجة اللغة، فقد خحلف أباه في إدارة المال,correct,,,C5,"«فأمّا الابن محمد ... فقد خلف أباه في إدارة المال» — successor is the subject, direction correct."
E0159,office|llm,ED_ec02e1385afe9c89cd79,aalam:3.10,الطاهر بن عاشور,patronised,office,محمد الفاضل بن عاشور,person,,llm,aalam-model-v1,349-354,حرص على إعطا، ابنه الأكبر محمد الفاضل تربية مثالية,correct,,,C5,"«حرص على إعطاء ابنه الأكبر محمد الفاضل تربية مثالية فاختار ... أكثر الأساتذة كفاءة»; reinforced by «وجد في شخص والده ... الموجه الحكيم والمرشد المقتدر». Paternal sponsorship, active direction correct."
E0160,office|llm,ED_eda8db6e99170e3134ca,aalam:2.15,عبد القادر التلاتلي,appointed_to,office,محكمة الاستئناف بتونس,court,,llm,aalam-model-v1,277-286,وقد أصبح مستشاراً بمحكمة الاستكناف بتونس,correct,,,C5,«ومن بين إخوانه نذكر عبد القادر ... وقد أصبح مستشاراً بمحكمة الاستئناف بتونس».
E0161,office|llm,ED_f065a75a4256991177a0,aalam:2.07,محمد الأصرم,appointed_to,office,مدير إدارة الغابة,office,,llm,aalam-model-v1,177-186,ألا وهو منصب مدير إدارة الغابة,correct,,,C5,"«دُعي إلى الالتحاق بإدارة الفلاحة ... ألا وهو منصب مدير إدارة الغابة»; entry subject is محمد الأصرم (1858-1925), confirmed downstream: «ذلك أن محمد الأصرم، بالرغم من أعبائه الإدارية الثقيلة»."
E0162,office|llm,ED_f1440cae077d6eebb287,aalam:3.11,عبد العزيز الثعالبي,opposed_by,office,محمود الماطري,person,,llm,aalam-model-v1,355-360,فانفصلا عنهم وبادرا إلى عقد مؤتمر وطني في بلدة قصر هلال,correct,,,C5,«ولكن ما لبثا أن لاحظا أن استراتيجية الشيخ ورفقائه ... فانفصلا عنهم وبادرا إلى عقد مؤتمر وطني ... أسفر عن انشقاق الحركة». Matri (with Bourguiba) is the actor breaking with Tha'albi; opposed_by direction holds.
E0163,office|llm,ED_f5acafe7853ca02eca37,aalam:1.09,الجنرال خير الدين,patronised_by,office,محمد باي,person,1855,llm,aalam-model-v1,97-112,أبى ابن عمه الملك الجديد مَحمّد باي إلا أن يعرب عن رضاه لخادمه البارع، فعيّنه وزيراً للبحرية,correct,,,C5,"«أبى ابن عمه الملك الجديد محمد باي إلا أن يعرب عن رضاه لخادمه البارع، فعيّنه وزيراً للبحرية» (quote matches the text despite the OCR mismatch in the stored evidence field); patron is the Bay, recipient Khayr al-Din."
E0164,office|llm,ED_f74afc6a34c32e4e0f1a,aalam:3.14,محمد الأمين الشابي,appointed_to,office,وزير التربية القومية,office,,llm,aalam-model-v1,373-376,إلا بتكليفه غداة الاستقلال بمهمة وزير التربية القومية,correct,,,C5,«فلم تر من سبيل لمكافأة ذلك الإخلاص ... إلا بتكليفه غداة الاستقلال بمهمة وزير التربية القومية».
E0165,office|llm,ED_f8aec7d249f69eac0708,aalam:2.03,البشير صفر,appointed_to,office,والي بسوسة,office,,llm,aalam-model-v1,133-140,فى إقصائه من تونس وتعيينه واليابسوسة. وذلك من أجل مواقفه,correct,,,C5,"«وقد تسبّبت لمحرّرها المتولّي آنذاك خطة رئيس جمعية الأوقاف، في إقصائه من تونس وتعيينه والياً بسوسة» — محرّرها = البشير صفر, named in the preceding clause; entry subject is علي بوشوشة, so the tie is correctly re-attributed."
E0166,office|llm,ED_fb64cf0647a9d6ea2187,aalam:1.06,أحمد بن أبي الضياف,appointed_to,office,نائب رئيس المجلس الأكبر,office,,llm,aalam-model-v1,71-78,ونائباً لرئيس المجلس الأكبر,correct,,,C5,«يرجع سببا تعيينه رئيساً للجمعية الوقتية ... ونائباً لرئيس المجلس الأكبر».
E0167,office|llm,ED_ff63a370f81dc41e1e4c,aalam:2.01,خير الدين,appointed_to,office,رئيس مجلس العرش,office,,llm,aalam-model-v1,113-120,"الذي أصبح في الأثنا، رئيساً لمجلس
العرش على مدى الحياة",correct,,,C5,"Subject resolved by coreference, not by name: «أخبره الصدر الأعظم الذي أصبح في الأثناء رئيساً لمجلس العرش على مدى الحياة». In entry 2.01 (علي الورداني) الصدر الأعظم is خير الدين, whom Wardani followed to Istanbul and whose قصر he lived in. Resolution is right, but the quoted sentence alone does not name him."
E0168,tutelage|llm,ED_0b4a42017ace5f3eeced,aalam:3.05,حسونة بن مصطفى,taught_at,tutelage,المدرسة الحربية بباردو,school,,llm,aalam-model-v1,319-326,"عُيّن أستاذاً بالمدرسة
الحربية بباردو",correct,,,C5,"Subject is حسونة بن مصطفى, not the entry subject خير الله بن مصطفى (1867-1965): the passage runs Crimea → «عُيّن أستاذاً بالمدرسة الحربية بباردو» → «فأبعد حسونة بن مصطفى إلى مدينة الكاف» (1885). Correctly attributed."
E0169,tutelage|llm,ED_0e1e6b1eca9f2f034007,aalam:2.15,الصادق التلاتلي,taught_at,tutelage,دار المعلمين بتونس,school,,llm,aalam-model-v1,277-286,بمعهد كارنو وأستاذ فرنسية بدار المعلمين,correct,,,C5,"«أولاً كمعلم ثم كأستاذ عربية بمعهد كارنو وأستاذ فرنسية بدار المعلمين». Note he also studied at دار المعلمين earlier in the same entry, but the quoted clause is unambiguously teaching."
E0170,tutelage|llm,ED_10b04d6b8cfe7ed07d5e,aalam:3.01,الطيب رضوان,taught_at,tutelage,جامع الزيتونة,mosque,,llm,aalam-model-v1,287-294,بجامع الزيتونة الذي درس ودرس فيه، وكان لا يفوت,correct,,,C5,«فلقد ظل متعلقاً بجامع الزيتونة الذي درس ودرّس فيه» — both studying and teaching stated; taught_at is supported.
E0171,tutelage|llm,ED_1f08502ce9d3050e61ec,aalam:3.13,الطاهر الخميري,taught_at,tutelage,جامعة همبورغ,school,,llm,aalam-model-v1,369-372,بالجامعة الأمريكية بالقاهرة ثم بجامعة همبورغ,correct,,,C5,"«دُعي مواطننا إلى التدريس بالجامعة الأمريكية بالقاهرة ثم بجامعة همبورغ». Distinct from his doctorate at the same university (1936), which is studied_at."
E0172,tutelage|llm,ED_2a78820cef3aad1c2d3d,aalam:2.12,عبد السلام البكوش,read_work_of,tutelage,ابن سينا,person,,llm,aalam-model-v1,243-252,"من أمثال الأشعري وابن
سينا والزمخشري والغزالي وابن رشد، قد استأئروا بعنايته",correct,,,C5,"«بعض أقطاب الفكر الإسلامي من أمثال الأشعري وابن سينا ... قد استأثروا بعنايته»; reinforced by «ممارسته لأعمال أولئك الفلاسفة». Reading, correctly classified as read_work_of."
E0173,tutelage|llm,ED_35b433647de04e6723fc,aalam:3.05,خير الله بن مصطفى,taught,tutelage,البشير باي,person,,llm,aalam-model-v1,319-326,"دروس خاصة للأمرا،
الطاهر والبشير والمنصف باي",correct,,,C5,"«فقد كُلّف مترجمنا بإعطاء دروس خاصة للأمراء الطاهر والبشير والمنصف باي» — teacher is the subject, direction correct."
E0174,tutelage|llm,ED_494005d53813159df576,aalam:2.12,عبد السلام البكوش,read_work_of,tutelage,حافظ إبراهيم,person,,llm,aalam-model-v1,243-252,وخليل مطران وحافظ إبراهيم. وعلى وجه الخصوص الشاعر التونسي,correct,,,C5,"«الشعراء الذين درس إنتاجهم ... نذكر ... يضاف إليهم من المحدثين أحمد تيمور والرصافي وخليل مطران وحافظ إبراهيم». Reading list, correctly classified."
E0175,tutelage|llm,ED_53254aa071cf15e86b43,aalam:2.12,عبد السلام البكوش,studied_under,tutelage,الفرزدق,person,,llm,aalam-model-v1,243-252,نذكر على سبيل المثال، الفرزدق والشريف الرضي وأبا تمام والمعري,wrong_relation,read_work_of,,C5,"Textbook reading-vs-tutelage error. Same sentence as E0174: a list of poets whose diwans «أصبحت لا تفارق مكتبته» and whose «إنتاجهم» he studied — «نذكر على سبيل المثال، الفرزدق والشريف الرضي وأبا تمام والمعري والمتنبي وابن رومي». No tutelage is stated; the same clause was correctly labelled read_work_of for حافظ إبراهيم (E0174), so the pipeline split one list across two relation labels."
E0176,tutelage|llm,ED_65848a8795385c43e309,aalam:2.12,عبد السلام البكوش,read_work_of,tutelage,ابن رشد,person,,llm,aalam-model-v1,243-252,والزمخشري والغزالي وابن رشد، قد استأئروا بعنايته,correct,,,C6,«ابن رشد ... قد استأثروا بعنايته» — list of Islamic thinkers whose works Bakkush worked through; read_work_of is the right label.
E0177,tutelage|llm,ED_65f1052c873e9c3e845d,aalam:2.03,محمد عبده,taught_at,tutelage,الجمعية الخلدونية,org,,llm,aalam-model-v1,133-140,وقد ألقى على منبر الخلدونية محاضرة بليغة,wrong_relation,,,C6,"Text says only «ألقى على منبر الخلدونية محاضرة بليغة» — one visiting lecture during a Tunis stay, not a teaching post. taught_at is defined in the vocab as holding a teaching post; nothing in the vocab fits a single lecture, so correct_relation left blank. Subject/direction are right (the elided subject of ألقى is Muhammad Abduh, introduced in the preceding clause)."
E0178,tutelage|llm,ED_69dd22fadcc295519fbe,aalam:2.06,سالم بو حاجب,studied_under,tutelage,محمد النيفر,person,,llm,aalam-model-v1,169-176,النيفر والشيخ محمد بيرم، دون أن ننسى آخرهم عهداً,correct,,,C6,Full sentence: «تقدير أساتذته أمثال الشيخ محمد الخضار ... والشيخ محمد النيفر والشيخ محمد بيرم» — al-Nifar is explicitly one of Bu Hajib's teachers.
E0179,tutelage|llm,ED_6ca00546793c399ac546,aalam:3.07,حسن قلاتي,studied_at,tutelage,معهد كارنو,school,,llm,aalam-model-v1,333-340,وفي معهد كارنو المعروف أيضاً باسم معهد سان لويس,correct,,,C6,«وفي معهد كارنو ... استرعى حسن ثلاتي بسرعة انتباه الملاحظين بمواظبته وإقباله على الدروس» then bac 1898; he is the pupil.
E0180,tutelage|llm,ED_700e8f5d1660a0b383cb,aalam:2.12,عبد السلام البكوش,studied_under,tutelage,محمود قابادو,person,,llm,aalam-model-v1,243-252,"وعلى وجه الخصوص الشاعر التونسي محمود
قابادو، الذي استهواه نظمه البديع",wrong_relation,read_work_of,,C6,"Reading-vs-tutelage case. Qabadu closes the enumeration of poets «الذين درس إنتاجهم وأعجب بجودة نظمهم ... أصبحت دواوينهم لا تفارق مكتبته» (Farazdaq, Sharif al-Radi, Abu Tammam, al-Ma'arri, Mutanabbi, Ibn al-Rumi, then moderns). «استهواه نظمه البديع» is admiration of the verse, not pupilage."
E0181,tutelage|llm,ED_7cd3074ee920b01f4fa6,aalam:1.07,الجنرال حسين,studied_at,tutelage,المدرسة الحربية بباردو,school,,llm,aalam-model-v1,79-86,"حتى التحق بالمدرسة الحربية
بباردو الحديثة العهدى",correct,,,C6,«وما إن أنهى ذلك السلك من التعليم حتى التحق بالمدرسة الحربية بباردو» and later «وتخرج من المدرسة الحربية محرزاً للرتبة الأولى».
