edge_id,layer,relation,from_id,from_name,from_fr,from_ijmes,to_id,to_name,to_fr,to_ijmes,to_kind,subjects_studied,year,year_lo,year_hi,date_precision,evidence_tier,extractor,pattern_id,confidence,entry_uid,evidence_quote
ED_d75f536e1902cfcf9201,tutelage,taught_at,PERSON_SHABY_MHMD_AMYN,محمد الأمين الشابي,Mohamed El Amine Chabbi,Muhammad al-Amin al-Shabbi,SCH_DAR_MLMYN_BTWNS,دار المعلمين بتونس,École normale de Tunis,Dar al-Muallimin bi-Tunis,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.14,عُيّنَ أستاذاً بدار المعلمين بتونس
ED_9b54e48aece5d47329b0,tutelage,studied_at,PERSON_SHABY_MHMD_AMYN,محمد الأمين الشابي,Mohamed El Amine Chabbi,Muhammad al-Amin al-Shabbi,SCH_JAMH_SWRBWN,جامعة الصوربون,La Sorbonne,Jamiat al-Surbun,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.14,النجاح في مناظرة التبريز في اللغة والآداب العربية بجامعة الصوربون
ED_000dddf2eb19f84b05b7,tutelage,taught_at,PERSON_SNWSY_MHMD,محمد السنوسي,Mohamed Snoussi,Muhammad al-Sanusi,MSQ_JAM_ZYTWNH,جامع الزيتونة,Jamaa Ez-Zitouna,Jami al-Zaytuna,mosque,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.08,على التوالي خطة مدرس بجامع الزيتونة
ED_d43ec135c4803839733f,tutelage,studied_at,PERSON_SNWSY_ZYNALABDYN,زين العابدين السنوسي,Zine El Abidine Snoussi,Zayn al-Abidin al-Sanusi,MSQ_JAM_ZYTWNH,جامع الزيتونة,Jamaa Ez-Zitouna,Jami al-Zaytuna,mosque,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.08,بعض سئوات من الدراسة بجامع الزيتونة ولم تتوجها أية شهادة علمية
ED_a013590fb21276cbcdf8,tutelage,studied_at,PERSON_SNWSY_ZYNALABDYN,زين العابدين السنوسي,Zine El Abidine Snoussi,Zayn al-Abidin al-Sanusi,MSQ_JAM_ZYTWNH,جامع الزيتونة,Jamaa Ez-Zitouna,Jami al-Zaytuna,mosque,,1920,1920-01-01,1920-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:3.08,منذ مغادرته لجامع الزيتونة (1920)
ED_5741bc266c8e5334c500,tutelage,taught_at,PERSON_TLATLY_SADQ,الصادق التلاتلي,Sadok Tlatli,al-Sadiq al-Tlatli,ASSOC_JMYH_KHLDWNYH,الجمعية الخلدونية,La Khaldounia,al-Khalduniyya,association,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.15,تدريس الرياضيات والجغرافيا فى الجمعية الخلدونية
ED_0e1e6b1eca9f2f034007,tutelage,taught_at,PERSON_TLATLY_SADQ,الصادق التلاتلي,Sadok Tlatli,al-Sadiq al-Tlatli,SCH_DAR_MLMYN_BTWNS,دار المعلمين بتونس,École normale de Tunis,Dar al-Muallimin bi-Tunis,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.15,بمعهد كارنو وأستاذ فرنسية بدار المعلمين
ED_89a9b79e604eeb4e9b93,tutelage,studied_at,PERSON_TLATLY_SADQ,الصادق التلاتلي,Sadok Tlatli,al-Sadiq al-Tlatli,SCH_DAR_MLMYN_BTWNS,دار المعلمين بتونس,École normale de Tunis,Dar al-Muallimin bi-Tunis,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.15,في المعهد العلوي ودار المعلمين بتونس وتحصل
ED_33f0da89f84bc7b3d75d,tutelage,studied_at,PERSON_TLATLY_SADQ,الصادق التلاتلي,Sadok Tlatli,al-Sadiq al-Tlatli,SCH_KLYH_HQWQ_BAKS_AN_BRWFANS,كلية الحقوق بإكس آن بروفانس,Faculté de droit d'Aix-en-Provence,Kulliyyat al-Huquq bi-Iks An Brufans,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.15,ثم التحق بكلية الحقوق بمدينة «أكس-
ED_fab1842f4b59a9334b11,tutelage,taught_at,PERSON_TLATLY_SADQ,الصادق التلاتلي,Sadok Tlatli,al-Sadiq al-Tlatli,SCH_MHD_KARNW,معهد كارنو,Lycée Carnot,Mahad Karnu,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.15,كأستاذ عربية بمعهد كارنو وأستاذ فرنسية بدار المعلمين
ED_0319282b9083b1070a15,tutelage,studied_at,PERSON_TLATLY_SADQ,الصادق التلاتلي,Sadok Tlatli,al-Sadiq al-Tlatli,SCH_MHD_LWY,المعهد العلوي,Collège Alaoui,al-Mahad al-Alawi,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.15,زاول دراسته الثانوية في المعهد العلوي ودار المعلمين بتونس
ED_3315272430b4201147dd,tutelage,taught_at,PERSON_TLATLY_SLAHALDYN,صلاح الدين التلاتلي,Salaheddine Tlatli,Salah al-Din al-Tlatli,SCH_MHD_KARNW,معهد كارنو,Lycée Carnot,Mahad Karnu,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.15,أوْل أستاذ تونسي في مادة الجغرافيا وبدأ يدرس في معهد
ED_8419ca338f74e061f9ea,tutelage,studied_at,PERSON_WRDANY_LY,علي الورداني,Ali Ouardani,Ali al-Wardani,SCH_MDRSH_SADQYH,المدرسة الصادقية,Collège Sadiki,al-Madrasa al-Sadiqiyya,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.01,وكان من أوائل المنخرطين في المدرسة الصادقية بعد
ED_2e4df6dc25a4f3d533bb,tutelage,studied_at,PERSON_YASHY_HSWNH,حسونة العياشي,Hassouna Ayachi,Hasuna al-Ayashi,SCH_DAR_MLMYN,دار المعلمين,Dar el-Moallimine,Dar al-Muallimin,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.03,(المعهد الصادقي ودار المعلّمين)
ED_ded9c09613de6baa0467,tutelage,studied_at,PERSON_YASHY_HSWNH,حسونة العياشي,Hassouna Ayachi,Hasuna al-Ayashi,SCH_KLYH_HQWQ_BBARYS,كلية الحقوق بباريس,Faculté de droit de Paris,"Faculty of Law, Paris",school,,,1896-01-01,1898-12-31,year_range,book_stated,llm,aalam-model-v1,0.80,aalam:3.03,"«الالتحاق بكليّة الحقوق بباريس
(1898-1896)"
ED_567c16fa8c26106c7e2b,tutelage,taught_at,PERSON_YASHY_HSWNH,حسونة العياشي,Hassouna Ayachi,Hasuna al-Ayashi,SCH_MHD_KARNW,معهد كارنو,Lycée Carnot,Mahad Karnu,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.03,بتدريس اللغة العربية بمعهد كارنو بتونس
ED_3dcacf17c8627d1d2734,tutelage,studied_at,PERSON_YASHY_HSWNH,حسونة العياشي,Hassouna Ayachi,Hasuna al-Ayashi,SCH_MHD_SADQY,المعهد الصادقي,El Maahad Es-Sadiki,al-Mahad al-Sadiqi,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.03,"وأتمها بمديئة تونس
(المعهد الصادقي ودار المعلّمين)"
ED_cd1cf9a6ff2c627c2a86,tutelage,studied_under,PERSON_ZAWSH_BDJLYL,عبد الجليل الزاوش,Abdeljelil Zaouche,Abd al-Jalil al-Zawush,PERSON_AWLAR,أولار,Aulard,Awlar,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,وبواتكاري وبواسي وأولار، ولافيس
ED_cd61beedd973e1e44bfe,tutelage,studied_under,PERSON_ZAWSH_BDJLYL,عبد الجليل الزاوش,Abdeljelil Zaouche,Abd al-Jalil al-Zawush,PERSON_BWANKARY,بوانكاري,Poincaré,Bwankari,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,دوركايم وبوترو وبواتكاري وبواسي وأولار، ولافيس
ED_2e909d85f569532cd091,tutelage,studied_under,PERSON_ZAWSH_BDJLYL,عبد الجليل الزاوش,Abdeljelil Zaouche,Abd al-Jalil al-Zawush,PERSON_BWASY,بواسي,Boissy,Buwasi,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,وبوترو وبواتكاري وبواسي وأولار، ولافيس
ED_ef3d1202ecaed24dae4a,tutelage,studied_under,PERSON_ZAWSH_BDJLYL,عبد الجليل الزاوش,Abdeljelil Zaouche,Abd al-Jalil al-Zawush,PERSON_BWTRW,بوترو,Boutroux,Butru,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,من أمثال دوركايم وبوترو وبواتكاري وبواسي وأولار، ولافيس
ED_2f2c766c7ac99836145f,tutelage,studied_under,PERSON_ZAWSH_BDJLYL,عبد الجليل الزاوش,Abdeljelil Zaouche,Abd al-Jalil al-Zawush,PERSON_BYATRA,الأستاذ بياترا,El Oustadh Piatra,al-Ustadh Biatra,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,"فبعدما قفضى فترة قصيرة في التدرّب بمكتب المحامي
المأسوف عليه الأستاذ بياترا"
ED_4b2d084389f4a8e06201,tutelage,studied_under,PERSON_ZAWSH_BDJLYL,عبد الجليل الزاوش,Abdeljelil Zaouche,Abd al-Jalil al-Zawush,PERSON_DWRKAYM_AMYL,إميل دوركايم,Émile Durkheim,Imil Durkaym,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,من أمثال دوركايم وبوترو وبواتكاري وبواسي وأولار، ولافيس
ED_534e3794680d9440ba81,tutelage,studied_under,PERSON_ZAWSH_BDJLYL,عبد الجليل الزاوش,Abdeljelil Zaouche,Abd al-Jalil al-Zawush,PERSON_LAFYS,لافيس,Lavisse,Lufis,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,"وبواسي وأولار، ولافيس
وغيرهم"
ED_82a72425e712dce349c1,tutelage,studied_at,PERSON_ZAWSH_BDJLYL,عبد الجليل الزاوش,Abdeljelil Zaouche,Abd al-Jalil al-Zawush,SCH_KLYH_ADAB_SWRBWN,كلية الآداب (السوربون),Faculté des lettres (Sorbonne),Kulliyyat al-Adab (al-Surbun),school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,"والكوليج دي
فرانس وكلية الآداب (الصوربون)"
ED_7768fc9b8e6999c81af9,tutelage,studied_at,PERSON_ZAWSH_BDJLYL,عبد الجليل الزاوش,Abdeljelil Zaouche,Abd al-Jalil al-Zawush,SCH_KLYH_HQWQ_BBARYS,كلية الحقوق بباريس,Faculté de droit de Paris,"Faculty of Law, Paris",school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,ما حمله على الالتحاق بكلية الحقوق بباريس
ED_7449503563978f62c5e3,tutelage,licensed_by,PERSON_ZAWSH_BDJLYL,عبد الجليل الزاوش,Abdeljelil Zaouche,Abd al-Jalil al-Zawush,SCH_KLYH_HQWQ_BBARYS,كلية الحقوق بباريس,Faculté de droit de Paris,"Faculty of Law, Paris",school,,1900,1900-01-01,1900-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,"وخلال سنة 1900 رجع حينئذ عبد الجليل الزاوش إلى تونس، متحصادٌ
على الإجازة في الحقوق"
ED_9597a96e86e0ff73d0d5,tutelage,studied_at,PERSON_ZAWSH_BDJLYL,عبد الجليل الزاوش,Abdeljelil Zaouche,Abd al-Jalil al-Zawush,SCH_KWLYJ_DY_FRANS,الكوليج دي فرانس,Collège de France,Kulij di Frans,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,"فإنه سيتردّد على كلية الحقوق والكوليج دي
فرانس"
ED_9d3a601cdcef7789b375,tutelage,studied_at,PERSON_ZAWSH_BDJLYL,عبد الجليل الزاوش,Abdeljelil Zaouche,Abd al-Jalil al-Zawush,SCH_MDRSH_LWM_SYASYH_BBARYS,مدرسة العلوم السياسية بباريس,École des sciences politiques de Paris,Madrasat al-Ulum al-Siyasiyya bi-Baris,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,"فكلية الحقوق ومدرسة العلوم السياسية التي
سيتابع دروسها بانتظام"
ED_9f9e2172ff4f03cd9b59,tutelage,studied_at,PERSON_ZAWSH_BDJLYL,عبد الجليل الزاوش,Abdeljelil Zaouche,Abd al-Jalil al-Zawush,SCH_MHD_SADQY,المعهد الصادقي,El Maahad Es-Sadiki,al-Mahad al-Sadiqi,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,حيئما تركوا المعهد الصادقي الذي تغيّرت برامجه الأصلية رأسا على عقب
ED_13280364c36abe43333c,tutelage,studied_at,PERSON_ZAWSH_BDJLYL,عبد الجليل الزاوش,Abdeljelil Zaouche,Abd al-Jalil al-Zawush,SCH_MHD_SAN_SHARL,معهد سان شارل,Lycée Saint-Charles,Mahad San Sharl,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,فالتتحق بمعهدك سان شارل وانضم إلى
