id_type,value_normalised,n_jort_orgs,jort_labels
registre_commerce,B2445242007,4,Et mise à jour des statuts | MAGHREB CONSULTING AND INVESTMENT MCI | Maghreb Consulting And Investment MCI
registre_commerce,B2445252005,3,"Rue du Lac Constance, Immeuble REGUS 2ème étage. Les Berges du LAC, 1053, Tunis | Société Right Target | Société Right Target Société en cours de liquidation"
registre_commerce,B2445252006,2,Société : Groupement de services spécialisés | Société Groupement des Services Spécialises G2S» S.A.R.L
registre_commerce,B2445282008,2,Société MEGA CONSEIL | Société Méga Conseil Services
registre_commerce,B2445292004,1,DESIGN TECHNOLOGIES (SARL)
registre_commerce,B244532011,1,MOBILE POWERED SARL
registre_commerce,B2445372005,1,Société Magrèbine d'Extraction et Transport du Phosphates
registre_commerce,B2445422004,1,Société Jinène el Baraka
registre_commerce,B2445492088,1,Saint Gobain lot n° 9 Mégrine
registre_commerce,B2445572006,1,Société SODECO SARL
registre_commerce,B2445692009,1,Société AZ CONSULTANTS
registre_commerce,B244572010,1,SOCIETE CINETELEFILMS INTERNATIONAL
registre_commerce,B2445742008,1,Société : MM Développement
registre_commerce,B2445762010,1,SARL- RESIDANCE MISQUE APPARTEMENT 1-15
registre_commerce,B2445992007,1,"Rue Mohamed Rached El Béji, Imm Tej Ennasr"
registre_commerce,B2446002012,1,KAT consulting sarl en liquidation
registre_commerce,B2446182007,2,2 A Consulting - SARL | 2A CONSULTING SARL
registre_commerce,B2446182009,3,SOCIETE ZINET | Société LA NORIA | Société Zinet
registre_commerce,B2446192008,1,l'extension des activités de la société pour l'étude des eaux
registre_commerce,B2446222009,2,SCHELLE CONSULTING | SUARL non résidente
registre_commerce,B2446282006,1,Société Inter Consulting Tunisie - SARL
registre_commerce,B244642011,4,Actualisation des statuts | MIROGLIO TUNISIE | Société Miroglio Tunisie
registre_commerce,B2446422006,1,Société de mise en Valeur et de Développement Agricole ENNOUR
registre_commerce,B2446442006,3,Société EMI Consulting SARL | Société EMI Industrie Automobile SARL | Société Emi Consulting SARL
registre_commerce,B2446472004,3,Entreprise Abdelamlek | Entreprise Abdelmalek | Entreprise Abdelmalek SARL
registre_commerce,B2446502010,1,Société Cocomerita - SARL
registre_commerce,B2446512006,2,POWER CABLES SUPPLIES P.C.S. SARL | Société Power Câbles Supplies en liquidation
registre_commerce,B244652009,1,Société de Transport BESBES SAMI
registre_commerce,B2446532009,1,Société Toujani Engineering et Constructions
registre_commerce,B244663208,1,Société Euromed Voyages
registre_commerce,B2446642006,2,B EQUIPEMENT SUPPLIES BES | B. Equipment Supplies
registre_commerce,B2446832006,1,Société : Warning SARL
registre_commerce,B2446882008,1,Saphir de promotion et de gestion immobilière SPGI S.A
registre_commerce,B244692010,1,AL DAFNIA - SARL
registre_commerce,B244695005,1,Delave Tout
registre_commerce,B2446952005,2,DELAVE - Tout - S.A.R.L | Société DELAVE - Tout
registre_commerce,B2446962005,1,Khetmine Confection Group
registre_commerce,B244702006,1,FIVE DREAMS » S.A.R.L
registre_commerce,B244715201,3,28/12/2018 sous numéro 18508165 | MEDORA | MEDORA de 100
registre_commerce,B2447342011,6,Société Libyenne Allemande de Restauration et de Loisirs | Société l'Olivier Bleu | Société libyenne allemande de restauration et de loisirs
registre_commerce,B2447352006,2,SOCIETE AEGIDE VISION | Société Aegide Vision Tunis
registre_commerce,B2447602008,2,"Société Karitech | Société Karitech, société non résidente, SARL"
registre_commerce,B244764,4,SOCIETE KOBRA CALZATURE | Société Kobra Calzature | la société Kobra Calzature
registre_commerce,B2447722005,1,Société BARBONE
registre_commerce,B2447732011,1,Société de Gestion Touristique Pino & Italve
registre_commerce,B2447782006,1,Société Déco-Paint
registre_commerce,B2447822004,2,Société Méditerranée de Conseil | Société Méditerranéenne de Conseils
registre_commerce,B2447982006,1,Société Touristique TUNISTAR Société en liquidation
registre_commerce,B2448002007,2,A.P.I.P (En Liquidation) | Société ALYSSA POUR L'INJECTION PLASTIQUE A.P.I.P (En liquidation)
registre_commerce,B2448352008,1,Société Darragi Daoud Communication DDC
registre_commerce,B2448502007,1,Société Le Soleil - SARL
registre_commerce,B244862004,1,Bernardi Services SUARL
registre_commerce,B2448792011,1,Société Telegare International SUARL
registre_commerce,B24488,1,Société Carthage des Eaux Minérales SO.C.E.M S.A
registre_commerce,B2448922004,1,Société NOUR TECHNOLOGIE
registre_commerce,B2448962008,2,Société ALU MEUBLE | Société Alu Meuble
registre_commerce,B244900,1,Société d'Expansion Commerciale Execo
registre_commerce,B2449002006,1,Société d'Expansion Commerciale EXECO
registre_commerce,B244902008,1,SKYINDUSTRIES SARL
registre_commerce,B24492010,1,Société Créative Tunisienne de Commerce International - SARL
registre_commerce,B244922005,3,CASE4DE TUNISIA | SOCIETE CASE4 DE TUNISIA SARL | Société Case 4 de Tunisia
registre_commerce,B244922006,1,Société WORKWEAR MANUFACTORY
registre_commerce,B244932009,3,Société NADOR SILICIUM SARL | Société NADOR SILICIUM Sarl Capital : 60.000 Dinars | Société NADOR SILICIUM sarl
registre_commerce,B2449372004,1,FISH COMPANY L. SARL
registre_commerce,B2449462008,1,Société ASMAN ENGINEERING SARL
registre_commerce,B2449502011,1,Société MONASCOI
registre_commerce,B2449571007,1,(SARL de 917.000 Dinars)
registre_commerce,B2449592007,1,Sté H T S NEGOCE
registre_commerce,B244972007,1,Société industrielle des confection internationale
registre_commerce,B2449782004,1,SOCIETE D'EXPLOITATION DU MARBRE INTERNATIONALE S.E.M.I
registre_commerce,B244982008,1,Salakta Investment Property
registre_commerce,B2449820081,1,EN
registre_commerce,B244992008,1,Société LISCORP
registre_commerce,B2449942005,3,Société TURTLE SA | TURTLE - S.A | TURTLE SA
registre_commerce,B2450172007,1,Société Itancia Distribution SARL
registre_commerce,B2450302006,4,Hannibal Trading S.A.R.L | SOCIETE HANNIBAL TRADING | Société Hannibal Trading
registre_commerce,B2450402012,1,Société Nour de Peinture et Décoration SONOPED
registre_commerce,B245062005,1,IMPRIMERIE EMA SARL
registre_commerce,B245062006,1,BIJOUX TECH
registre_commerce,B2450882005,1,SOCIETE TUNISIENNE DE PUBLICITE ET DE MARKETING
registre_commerce,B245093,1,Société totalement exportatrice à responsabilité limitée
registre_commerce,B245094,1,Société Hôtelière Gammarth Nord
registre_commerce,B2451012005,1,TUNPLAC SARL
registre_commerce,B2451022008,1,NESSMA Entertainment
registre_commerce,B2451062005,1,Société SONOTEP
registre_commerce,B245107,1,Société TUNPLAC SARL
registre_commerce,B245132005,1,Automat's Technology Services
registre_commerce,B245132007,1,Société Trade And Export International
registre_commerce,B2451422007,1,Sté Lungo Call Center Sarl
registre_commerce,B2451582008,1,Ste La palmeraie de Monastir S RL
registre_commerce,B2451602006,1,Sté MOZA (SARL)
registre_commerce,B245166,1,Arrêté des Etats Financiers et Nomination des Co-commissaires aux comptes
registre_commerce,B24517522010,1,Société de Production Agricole de Sud
registre_commerce,B2451802005,1,Tunisie Marketing SARL
registre_commerce,B2451852008,2,SHIMA SEIKI SERVICES TUNISIE | Shima Seiki Services Tunisie
registre_commerce,B2451912006,2,Vime Hotels & Resorts Tunisia - SARL | Vime Tunisia Hôtels & Resorts SARL à Vime Hôtels & Resorts Tunisia SARL
registre_commerce,B245192004,1,Société Générale des Industries SARL
registre_commerce,B2451992007,1,MULTICOQUES PERFORMANCE
registre_commerce,B2452005,3,SELLBYTEL Communication Group Tunisie | SELLBYTEL GROUP Tunisie - SARL | SELLBYTEL Group Tunisie SARL
registre_commerce,B2452022005,2,Société Diantex SARL | Ste Diantex Sarl
registre_commerce,B245212008,1,Société Italie Business Center IBC
registre_commerce,B2452162007,1,Société SOMFIP SA
registre_commerce,B2452182008,2,SOCIETE TREVI | Société TREVI SARL
registre_commerce,B24522012,1,Société Canadian Dream
registre_commerce,B2452382006,1,"16, Rue Tahar Jebali, impasse n° 1, EL Mourouj II, 2074 Tunis"
registre_commerce,B245244200,1,G.R.B Tunisie SARL
registre_commerce,B2452532005,2,Société Tel' Ecole Center | Société Tel'Ecole Center
registre_commerce,B2452542010,1,"GLOBAL MARKETING SARL, non résidente"
registre_commerce,B2452672007,1,SOCIETE NEW STYLE ITALIAN - N.S.I
registre_commerce,B245276,1,Société Firas International Pour La Promotion Immobilière S.U.A.R.L
registre_commerce,B2452762007,1,Société Firas Internationale Pour La Promotion Immobilière
registre_commerce,B2452792008,1,Société IN & OUT TRADING
registre_commerce,B2452862007,1,Network Software Technologie N-S-T
registre_commerce,B2452882007,1,Bois du Lac SARL
registre_commerce,B2453002008,2,Société Grand CASINO de TABARKA | Société Grand Casino de Tabarka SA
registre_commerce,B2453062010,2,AIR & P MEDICAL | Air & P médical
registre_commerce,B2453112008,2,Société SHEELA - SARL | Société SHEELA SARL
registre_commerce,B245322004,1,la Tunisienne d'Ingénierie du Développement et de Productivité TUNIDEV
registre_commerce,B24533122006,1,Société INSPIRE
registre_commerce,B2453352012,1,Société MALINA AGRI SARL
registre_commerce,B2453472007,1,Société GREGOIRE S.A.R.L
registre_commerce,B2453672006,1,Société TECHNOSUB Tunisie SARL
registre_commerce,B2453692005,2,IP AFRICA | de la Société IP Africa
registre_commerce,B2453702008,1,Sté M.T.M Plast Tunisie
registre_commerce,B245375200,2,"Dépôt des EF, Démission du cogérant, Nomination d'un CAC, Société KP1 Tunisie | Société KP1 Tunisie"
registre_commerce,B2453832008,2,TCTS | Tunisian Computing Telecommunication Services TCTS
registre_commerce,B245392007,2,Institut des Hautes Études Féminines I.H.E.F | Institut des hautes études féminines
registre_commerce,B2453922010,1,Solar Solutions Tunisie SARL
registre_commerce,B2453952010,1,Business Négoce Trade Company BNTC
registre_commerce,B245396008,1,Sté PORTO FARINA
registre_commerce,B2454142005,1,Société COLORI » SUARL
registre_commerce,B24542011,1,Société International Business Provider Tunisie IBP - Tunisie
registre_commerce,B245422006,1,Easy Trade Société de Commerce International
registre_commerce,B2454252012,1,Laboratorio Italia
registre_commerce,B2454312011,2,Société : CGT INTERNATIONAL SARL | Société CGT International
registre_commerce,B2454332006,1,société export-land
registre_commerce,B245442008,3,ADVISORY SERVICES | Advisory Services | Société ADVISORV SERVICES
registre_commerce,B2454512005,1,Société TUNISIA TEXTILE CONSULTING
registre_commerce,B245462003,1,Sté impérial immobilière
registre_commerce,B2454662006,3,Continuer l'activité de la société | Tunisian Indian Fertilizers : TIFERT | du 8/10/2015
registre_commerce,B2454682004,1,Sté Xtripus Technologies - SARL
registre_commerce,B2454702005,1,Sté Aouichri International Trading - SARL
registre_commerce,B24547120112,1,Société Ecobois (S.A)
registre_commerce,B245474,3,Société ERIGOMEUBLE SARL | Société FRIGOMEUBLE SARL | Société FRIGOMEUBLES SARL
registre_commerce,B2454752008,1,Société Carthage Cement » SA
registre_commerce,B2454812011,2,Archi Plus Inter | Archi Plus Inter réunie le 08 Aout 2011
registre_commerce,B245502009,1,Vision Tunis SARL
registre_commerce,B2455062004,1,De la société AIN production
registre_commerce,B2455332008,1,Société SMS
registre_commerce,B2455402008,1,Société T.E.B
registre_commerce,B2455472001,1,ALBATEX
registre_commerce,B2455672007,2,ORION SARL | Société Orion Textile
registre_commerce,B2455682005,1,Société ARMANORD S. A
registre_commerce,B245572004,1,Société de Promotion Immobilière Bhar
registre_commerce,B2455772005,1,Société ZINA BISCO -SARL
registre_commerce,B2455832008,1,Avantages particuliers : Aucun
registre_commerce,B24559852006,1,Société I.M.T - S.A.RL
registre_commerce,B2456012005,2,Clôture de la liquidation de la société | Société Protex Inter National
registre_commerce,B2456122012,2,Et nomination d'un nouveau gérant Société Mesa Engineering Maghreb S. A.R.L | Société Mesa Engineering Maghreb Sarl
registre_commerce,B2456292011,1,Société Carthage Moving International
registre_commerce,B245632007,2,Société Univers Telecom et de Travaux Publics | Société Univers Travaux Publics
registre_commerce,B2456322005,2,Nom du premier responsable : Monsieur Fathi Ben Farhat de nationalité Tunisienne | Société Idéal Moquette
registre_commerce,B2456352011,1,Société Tunisian International Confection TIC
registre_commerce,B2456492003,1,Société Delta Consulting SARL
registre_commerce,B2456532006,3,Cessation définitive d'activité de la société | SOCIETE TEAM MANAGEMENT S.A.R.L | Société Team Management S.A.R.L
registre_commerce,B2456532008,2,Société COSIMO SARL | Société Cosimo - SARL
registre_commerce,B2456582011,1,Société Ambassador Agency Security - SARL
registre_commerce,B245662008,1,Geokinetics Malta Ltd. Tunisia Branch
registre_commerce,B2456622008,1,INTER COM SARL
registre_commerce,B2456662003,1,Société PROGRESS PARTNERS
registre_commerce,B2456712006,1,Société NETWORK TECHNOLOGIE
registre_commerce,B2456712008,1,Société Expinatha» SUARL
registre_commerce,B2456712012,1,Société Al Madina de commerce et de négoce international SARL
registre_commerce,B245682003,1,PROMED SARL
registre_commerce,B245682005,3,Société de Promotion Immobilière ERREZEK | Société de promotion immobilière | Transformation de la forme de la société en société anonyme
registre_commerce,B2456832003,1,Société de Promotion Méditerranéenne
registre_commerce,B2456882008,2,MACE PROJETS | Quitus au liquidateur pour toutes les opérations de liquidation de la société
registre_commerce,B2456922008,2,Société CETIPA | société au bureau situé à immeuble Bourak el Aouina Tunis
registre_commerce,B2456942007,1,L'Immobilier El Yosr
registre_commerce,B2456982005,2,HRM CONSULTING SUARL | HRM Consulting SUARL
registre_commerce,B2456992008,1,Société HR CONNECT
registre_commerce,B2456992011,1,NEWWAY
registre_commerce,B2457012012,1,Société ARTAREA
registre_commerce,B245702008,1,Société PRISMA SARL
registre_commerce,B2457072008,2,SOCIETE AGRICOLE EZZITOUNA | Société Ezzitouna Agricole
registre_commerce,B2457092006,1,SOCIETE NAM sarl
registre_commerce,B245727003,1,Direct Phone Services
registre_commerce,B2457402005,3,MENALINK SARL | Société MENALINK | Société Menalink
registre_commerce,B2457412006,1,SO.PRO.COIF SUARL
registre_commerce,B2457422006,1,Société industrielle d'additifs
registre_commerce,B2457572006,2,Clôture de Liquidation - Cessation définitive - Quitus au liquidateur | HL CONSULTING
registre_commerce,B2457672008,1,BJ Services Tunisie
registre_commerce,B2457792003,3,Société : Team Confection S.A.R.L | Société EMEX SARL | Société Les Emballages Exceptionnels
registre_commerce,B2457952012,2,Catering and International Trading Company | Catering and international trading company
registre_commerce,B2458032006,2,Mise à jour des statuts | SOCIAL ALPINAMED
registre_commerce,B2458102010,1,Société Golden Afrimar
registre_commerce,B2458172008,1,Cessation d'activité & dissolution anticipée
registre_commerce,B2458182007,1,Billing Consulting &
registre_commerce,B24582004,1,CLEANTECH INT'L
registre_commerce,B2458202011,1,"Société Médical Assistance Engineering & Consulting, SARL"
registre_commerce,B2458412005,1,Société Golden International Trading
registre_commerce,B2458642003,1,International Shoes Company ont décidé la liquidation de la s
registre_commerce,B2458682007,1,Société SERENA SHOES en liquidation
registre_commerce,B24586962003,1,Société non-résidente et totalement exportatrice
registre_commerce,B245872008,1,"3, rue Mohamed B. Saïd - Oued Gueriana - 2011 Mannouba - Tunis"
registre_commerce,B2458722010,1,Société NOVOZYMES TUNISIE
registre_commerce,B2458862010,1,Société IMEX DIFFUSION
registre_commerce,B245889,1,Société Astute Software
registre_commerce,B2458972011,1,Société ETB THAMEUR BOUSAADA» SARL
registre_commerce,B2458992007,1,Société PROTEC sarl
registre_commerce,B2459002006,2,Société ALFA CONSULTING SARL | Société Alfa Consulting SARL
registre_commerce,B245902006,1,SOCIETE STEF DE TRANSPORT DE MARCHANDISES
registre_commerce,B2459132007,1,Société d'Application des Techniques Electriques et Maintenances
registre_commerce,B2459192006,2,Club Auto | Société Club Auto» SARL
registre_commerce,B2459192008,1,STES UNIPERSONNELLES A RESPONSABILITE LIMITEE
registre_commerce,B2459252007,1,Société Tunisienne de contrôle et service
registre_commerce,B2459372007,1,Société Tunisie Training
registre_commerce,B2459402008,3,Zone industrielle Enfidha - Sousse | Zone industrielle Enfidha-Sousse | Zone industrielle d'Enfidha 4030 Entidha
registre_commerce,B245942007,1,Société IDEAL CUIR
registre_commerce,B2459432006,1,SOCIÉTE CHALLENGE CALL CENTER
registre_commerce,B2459432010,1,Société Colis Rapids SARL
registre_commerce,B2459472008,2,SOCIETE METAFORA TUNISIE | Société METAFORA Tunisie
registre_commerce,B2459722008,1,"Entreprise KLAI Salem», en abrégé E"
registre_commerce,B2459732002,1,SICAR ZARAT
registre_commerce,B2459782007,3,Clôture des Travaux de Liquidation | GLOBAL QUEST | Global Quest
registre_commerce,B2459812006,1,Moderne Assistance
registre_commerce,B2459832003,1,Société Denim Industry Company DIC
registre_commerce,B2460002007,1,Société Alfa Marmi
registre_commerce,B2460092008,1,Sté International Consulting
registre_commerce,B2460102010,3,Clôture de la liquidation de la société G&M Consulting S.A.R.L | G&M CONSULTING S.A. R.L | Société G&M CONSULTING S.A.R.L
registre_commerce,B246012006,1,Moderne Confection Exportation 2 SARL
registre_commerce,B2460262012,1,Société SIME EXPORT
registre_commerce,B2460422011,1,Société Media Editions
registre_commerce,B2460542007,2,Société Groupe Aswan International | Société Groupe Aswan International en liquidation
registre_commerce,B2460562007,5,S.A.R.L off shore | TUNITRONIC | Tunitronic
registre_commerce,B2460612011,2,Société CAR WASH | Sté CAR WASH
registre_commerce,B246062006,1,ARIES CONFECTION
registre_commerce,B2461002006,2,SOCIETE INTERPLAST SARL | Société INTERPLAST SARL
registre_commerce,B2461032011,1,Société Vision & Visions
registre_commerce,B2461192008,1,Société Pierre et Roche
registre_commerce,B2461202006,2,Société Cablex TUNISIE SARL | Société Cablex Tunisie - SARL
registre_commerce,B2461212007,1,SOCIETE CONSULTING DE GOBELINS
registre_commerce,B246172,1,Sté CAMELEO Graphic
registre_commerce,B2461792007,1,Société INTERNATIONAL WELDING
registre_commerce,B2461832007,1,Mise à jour des Statuts
registre_commerce,B2461862008,1,United Gulf Financial Services - North Africa
registre_commerce,B246192012,1,Société Vitaprint SARL
registre_commerce,B2461972010,1,Société La Renaissance Tours
registre_commerce,B246202005,1,Troisième résolution : Approbation des comptes de la société arrêtés au 31 décembre 2006
registre_commerce,B2462032007,1,Société : Transervices SARL
registre_commerce,B2462122012,1,Société My Fashion
registre_commerce,B2462162007,1,Open Vision SA
registre_commerce,B246222006,1,SARL Non Résidente et totalement exportatrice
registre_commerce,B24622362007,1,Société de Gestion et de Promotion Immobilière L'APPART
registre_commerce,B2462412011,2,Société AZIMUTH IMMOBILIERE | Société Azimuth Immobilière
registre_commerce,B2462512006,1,Société Daly Arts & Décorations - S.A.R.L
registre_commerce,B246282011,1,Société AMILCAR
registre_commerce,B2462902010,1,Société Dras» SARL
registre_commerce,B2462912011,1,P.V assemblée générale extraordinaire
registre_commerce,B2463002007,2,"Société TOTAL EXPRESS INTERNATIONAL, SCI | Société TOTAL EXPRESS INTERNATIONAL. SCI"
registre_commerce,B2463052007,1,MCM TEAM
registre_commerce,B2463252006,3,SOPROPEL S.A | Société SOPROPEL SA | Société SOPROPELLET SARL
registre_commerce,B2463362010,1,Société ENERGIA
registre_commerce,B2463392006,1,Société GEBCOM International
registre_commerce,B2463532006,2,F&A» SARL | Société F & A » (Ex : CE & P)
registre_commerce,B246357,2,Carthago Building | L'article 7 des statuts de la société a été modifié en conséquence
registre_commerce,B2463782010,1,Société SARRY SARL
registre_commerce,B2463842006,1,Société de Confection de Lingerie
registre_commerce,B2463922010,1,Société Popsi Cube Tunisie SARL
registre_commerce,B2464022010,1,Société FIRST INTERNATIONAL TRADE» SARL
registre_commerce,B2464142006,2,"Système d'Information et d'Ingénierie SARL | Système d'information et ingénierie, Sil, SARL en liquidation"
registre_commerce,B2464202007,1,Société Lyra Services SARL
registre_commerce,B2464292007,1,Société Tunisienne de Grand Carrière
registre_commerce,B246432007,1,SIFEP INTERNATIONAL S.A.R.L
registre_commerce,B246442010,2,GIRELLI LOGISTICS TUNISIE | MEDITERRANEE SERVICE
registre_commerce,B246470,2,SOCIETE NEWCOM | Société NEWCOM SARL
registre_commerce,B2464802006,1,IRIS INTERNATIONAL SARL
registre_commerce,B2464842006,1,Pensée International SARL
registre_commerce,B246492,2,Société Vaste Choix | Vaste Choix
registre_commerce,B2465032006,1,Mediterranean Apparel Services SARL
registre_commerce,B2465062006,1,Pacific International SARL
registre_commerce,B2465082006,2,Clôture Des Travaux de Liquidation Société I.W.S | INTERNATIONAL WIN SERVICES (IWS)
registre_commerce,B2465132010,2,Société LE CONSEILLE en liquidation | Société Le Conseil en Liquidation
registre_commerce,B2465202007,1,North Africa Consulting
registre_commerce,B2465342011,1,Société WMC Consulting sarl
registre_commerce,B2465382007,1,TRANSWORLD FINE ARTS SUARL
registre_commerce,B2465432006,2,GENERAL INDUSTRY SERVICES (GIS) SARL | Société G.I.S
registre_commerce,B2465452008,1,SHELL TUNISIA Metouia GmbH
registre_commerce,B2465592008,1,S.S : 14 rue Imem Abou Hanifa La Marsa
registre_commerce,B2465602006,1,EASY TOUCH SARL
registre_commerce,B2465622006,2,SOCIETE TEXPRO INTERNATIONAL | TEXPRO INTERNATIONAL SARL
registre_commerce,B2465712008,1,Société In House
registre_commerce,B246572006,1,SUARL en liquidation - centre El Mesk C14 Montplaisir - Tunis
registre_commerce,B246572009,1,Société ETUDES ECOLOGIQUES - SARL
registre_commerce,B2465742011,2,BUSINESS TECHNOLOGY | Société Business Technology SA
registre_commerce,B2465782006,2,Société AVANTGARDE | Société Avant Garde
registre_commerce,B24658,1,OFFICEPLAST S.A
registre_commerce,B2465942010,1,ARTEK
registre_commerce,B2465982008,1,NGP Consulting International SARL
registre_commerce,B2465992006,1,Sté COPRIMO
registre_commerce,B24660042006,2,AEROTECH | à l'adresse suivante : Rue Jabeur Ibn Hayen Bhar Lazreg 2046
registre_commerce,B2466012006,1,Arrêté l'activité et dissoudre la société
registre_commerce,B24660200,1,PEARL ASIAN CAPITAL LIMITED de la totalité de ses parts (5280
registre_commerce,B246602006,3,Pearl International Consulting | Société Pearl International | Société Pearl International Consulting
registre_commerce,B2466112011,4,Et nomination de gérant | Société ADITUS | Société ADITUS SARL
registre_commerce,B2466192008,1,27 Rue Ibn Charaf Tunis 1002
registre_commerce,B2466462006,1,Société OPTIM Formation Etudes Conseil
registre_commerce,B2466622012,2,LNS TUNIS SARL | Société LNS TUNIS
registre_commerce,B2466632006,1,R.D.M
registre_commerce,B2466652006,1,Sté (EVOLUTION CENTRE)
registre_commerce,B2466812011,2,Société TSARTOUR | Société Tsartour - S.A.R.L
registre_commerce,B246682009,1,PRO SERVICES QUALITE
registre_commerce,B2466872007,1,GMI Tunisie SARL - Off Shore
registre_commerce,B2466922008,2,LDS SARL | Nouveau siège : Immeuble Yassmine Rue du Lac Malarin 1053 les Berges du Lac
registre_commerce,B2466931007,1,Bredero Shaw International B.V
registre_commerce,B2467192006,1,Société NGI Games Africa
registre_commerce,B2467272011,1,Roya pour La Production Audiovisuelle» S.U.A.R.L
registre_commerce,B246732007,3,FASHIONTEX Tunisie | Fashiontex Tunisie - SARL | Société Fashiontex Tunisie
registre_commerce,B2467342010,1,Société Papillon Plus
registre_commerce,B246737,1,Société Alimage SARL
registre_commerce,B2467372006,1,Société ALIMAGE Sarl
registre_commerce,B246742011,1,Société Di Donna Méditerranée
registre_commerce,B2467442007,2,Société ARTHEMA Tunisie | Société Arthema Tunisie
registre_commerce,B2467502006,2,SOCIETE SORESTO EXPORT | Société SORESTO EXPORT
registre_commerce,B2467542006,1,Société NWI - AGRISOFT SARL
registre_commerce,B246775,4,Société AGROTECHNOLOGIES | Société AGROTECHNOLOGIES AGROTECH» SA | Société Agro technologies Agrotech
registre_commerce,B2467772007,1,AMIRA
registre_commerce,B2467782007,1,Société BAUDIN» SUARL
registre_commerce,B2467892008,2,NATUROSA | Société Naturosa
registre_commerce,B2468012007,1,4) Mise à jour des statuts de la société
registre_commerce,B2468102010,1,Société Green Technologies Company
registre_commerce,B2468292008,3,HAGE sart | Société EUROWIND TUNISIA SARL | Société HAGE SARL
registre_commerce,B2468342006,1,Société VOCALCOM MENAT SARL
registre_commerce,B2468532007,1,Société Mediterranean Trading Company MTC
registre_commerce,B2468602010,1,"Immeuble I C C, Bureau B10, 1er Etage Centre Urbain Nord Tunis"
registre_commerce,B2468652008,1,OWTOS SA
registre_commerce,B2468692006,1,Société HMS Consulting» S.A.R.L
registre_commerce,B2468922010,1,Société de promotion immobilière DIAR MHALLA
registre_commerce,B246923,1,SOCIETE TUNISO FRANCAISE DE PRODUCTION-TF PROD SARL
registre_commerce,B2469342006,2,Ngi Cell Pay | Société NGI CELLPAY
registre_commerce,B2469442012,1,COM MEDIA
registre_commerce,B2469672006,1,LMS International Trading Company» à la nouvelle dénomination : LMS Commodity Trading DM
registre_commerce,B2469692007,1,Mise à jour des statuts
registre_commerce,B246972001,1,Société DENIM SERVICE TUNISIA SARL
registre_commerce,B2469772006,1,Société ESTEVE CONSEIL
registre_commerce,B2470292012,1,SOCIETE ACT INTERNATIONAL» SARL
registre_commerce,B2470422012,1,Société ACO CONS SARL
registre_commerce,B2470462007,4,SOCIETE ETIQUETTE ADHESIVES | SOCIETE L'ETIQUETTES ADHESIVES | Société l'Etiquettes Adhésives
registre_commerce,B2470462008,1,Société : Général de services spécialisés
registre_commerce,B24708502010,1,Société OMS MAGHREB S.A
registre_commerce,B2470882011,1,Cessation d'activité de la société
registre_commerce,B2471122008,2,Clôture des opérations de liquidation et fermeture définitive de la société | Société Cap Conseil International
registre_commerce,B2471162008,1,Société HOUDA sarl
registre_commerce,B2471182008,1,Société MARWA sarl
registre_commerce,B24712012,1,Société PROJELEC
registre_commerce,B2471402007,4,De société Tunisie Ingénierie Infrastructure T21 | Sté TUNISIE INGENIERIE INFRASTRUCTURE T2I | Tunisie Ingénierie Infrastructures T.I.I» SARL
registre_commerce,B2471592007,3,LUXAT TUNISIE EXPORT LTE | Luxat Tunisie Export SARL | Société Luxat Tunisie Export (L.T.E)
registre_commerce,B2471642008,1,Africa T.V Production
registre_commerce,B2471712010,2,IMMOBILIERE DIAR BCHIRA | Société DIAR BCHIRA
registre_commerce,B247172006,1,Best Showing ayant pour MF sous le numéro 000/M/A/0948429S et
registre_commerce,B2471792008,3,COM ATTITUDE SARL totalement exportatrice au capital de 1000 | Com-Attitude | Société COM'ATTITUDE
registre_commerce,B2471812012,2,APPS Progress International - SARL | Apps Progress International - SARL
registre_commerce,B2471862007,2,MARMONAC | Société MARMONAC SARL
registre_commerce,B2472008,1,SOCIETE FINO INTERNATIONALE
registre_commerce,B2472092007,1,Société NOVATEX
registre_commerce,B2472222007,1,Société WATER WORLD sarl
registre_commerce,B247232006,1,Société NEXTRONICS
registre_commerce,B2472382008,2,Société MAHA TUNISIE SARL | Société MAHA Tunisie - SARL
registre_commerce,B2472492007,1,Société NGI International SARL
registre_commerce,B2472502011,2,BOITE A IDEE | Clôture de la Liquidation de la Société Boite A Idee
registre_commerce,B2472612010,1,Clôture de la société et fin de liquidation
registre_commerce,B2472692010,1,BAUXIT
registre_commerce,B247272009,1,Société BLUITALY EXPORT
registre_commerce,B2472772011,1,AFRICAN AND MAGHREB CONSULTING
registre_commerce,B247293008,2,Sté de collecte et de services (SCS) SARL | de collecte et de service
registre_commerce,B2472962010,1,Société RAYEN sarl
registre_commerce,B2472992007,1,STES UNIPERSONNELLES A RESPONSABILITE LIMITEE
registre_commerce,B2473342007,1,Sté Mécanique de précision SARL
registre_commerce,B2473502010,1,Société T.R.F.E
registre_commerce,B2473562011,3,Société HELPBYTEL - S.A | Société HELPBYTEL - SA | Société Help By Tel-SA
registre_commerce,B2473572012,1,Société Tunisienne de Transformation de Tole
registre_commerce,B2473592007,1,International Tele Consultants
registre_commerce,B2473622007,1,Société Dewco International Tunisie
registre_commerce,B247372004,7,ALPRENE TUNISIE SARL | Alprene Tunisie SARL | Société Alprene Tunisie
registre_commerce,B247379200,1,Société IMMOBILIER MAAEZ ET ALLAYA
registre_commerce,B2473842010,1,Immobilière Ben Said
