entity_key,org_entity_id,entity_basis,n_events
NAME:LAINE D'ACIER,ORGE_e1670c83c1e851fbcb1b,name,2
NAME:LAISE MOI L'ESPOIR KHALILI AMAL,ORGE_3f1e9ee88662a8fc9f35,name,3
NAME:LAIT,ORGE_82de0b7b3fbc16345704,name,2
NAME:LAIT DERIVES,ORGE_1376fd5f2dedda841f0f,name,1
NAME:LAIT DERIVES S,ORGE_6e2143ac8a3656c57bbf,name,5
NAME:LAIT DERIVES SLD,ORGE_4eafb965b9c88417e2b9,name,1
NAME:LAIT NORD,ORGE_cf86337b71260cf282f6,name,4
NAME:LAIT NORD EN DATE 3 MARS 2008 ENREGISTRE A RECETE FINAN,ORGE_f6ea152fc5b889387605,name,1
NAME:LAIT SERVICES AGRICOLES EL FAOUZ,CO_EL_FAOUZ,registre_commerce,3
NAME:LAITE CONSULTING,ORGE_6f47db10cc3d34be4a64,name,1
NAME:LAITH COMERCA INTERNATIONAL,ORGE_3d2211d6fc0b3d852c8a,name,1
NAME:LAITH COMERCE INTERNATIONAL,ORGE_e899146e18a30678c4bd,name,10
NAME:LAITH ONT DECIDE,ORGE_0c8b7b442eee9178a992,name,1
NAME:LAITH ONT DECIDE RENOUVELEMENT MANDAT DEUX GERANTS A SAVOI,ORGE_530f59332f3181ad833b,name,1
NAME:LAITH ONT DESIGNE MR MOHAMED BEN HABIB BEN SADOK MASMOUDI COMISAIR,ORGE_31663471571994740759,name,1
NAME:LAITH ONT DESIGNE MR MOHAMED BEN HABIB BEN SADOK MASMOUDI ENTANT QUE,ORGE_265d450f105c05473816,name,1
NAME:LAITH SERVICES SIEGE SOCIAL 22 RUE OMAR IBN AAS SEBELET MORNEG BEN AROUS,ORGE_26140c49d7236e54928c,name,1
NAME:LAITIERE ALKAWTHAR,ORGE_0b50ef2fd7e755147734,name,2
NAME:LAITIERE SIDI REZIG SO LAI SIR,ORGE_431c55f9ac502b81d4f4,name,1
NAME:LAITIERE SIDI REZIG SOLAISIR,ORGE_303705266b233aa0202a,name,2
NAME:LAITIERE SIDI REZIG SOLAISIR SONT CONVOQUES A REUNION L'AS,ORGE_957114711f1f0987ef85,name,1
NAME:LAITIERE SIDI REZIGUE,ORGE_25e63d2b6e07cdbba60b,name,3
NAME:LAITIERE SIDI REZIGUE SO LAI SIR,ORGE_ad74c8692ad34f87e750,name,1
NAME:LAITIERE SIDI REZIGUE SOLAISIR SONT CONVOQUES A REUNION L'A,ORGE_79a8e6e6e0611d07f85e,name,1
NAME:LAJILI D'ETUDES TRAVAUX ELECTRIQUES SECURITE,ORGE_5445a8a5cc5ca922e4ef,name,2
NAME:LAJMI ABDI COMERCE,ORGE_fb9b1b691f5da058c5c4,name,2
NAME:LAJMI ACESOIRES D'AUTOMOBILE,ORGE_c927543e40b0c5be5a00,name,2
NAME:LAJMI COMERCE MATERIAUX CONSTRUCTION,ORGE_2200715f05a9e6248c1c,name,2
NAME:LAJMI D ACESOIRES AUTOMOBILE,ORGE_80e6f202cfe8ae7c7bed,name,1
NAME:LAJMI FRUITS LEGUMES,ORGE_5301ff6c54b4679be120,name,2
NAME:LAJMI LOTFI BEN MOHAMED SALAH,ORGE_2b850c5f95e46ea346ef,name,2
NAME:LAK INTERMEDIAIRE,ORGE_e97dd002f5bf3128eb1a,name,2
NAME:LAKAKOS,ORGE_16b8759e364595789df0,name,2
NAME:LAKANIA OUARDIA 1009,ORGE_5bd574eef5b3f4c51bac,name,4
NAME:LAKE CONSULTING SPACE,ORGE_b50d5292198c951eadc3,name,2
NAME:LAKE EVENT SQUARE,CO_EVENT,registre_commerce,2
NAME:LAKE FORUM,ORGE_83dc05f5914315d6cc5e,name,7
NAME:LAKE REAL ESTATES,ORGE_7af33d6d67fd34fe6d67,name,2
NAME:LAKE TEN,ORGE_c71fa37a94e961f9060a,name,1
NAME:LAKE TEN S,ORGE_107e234f8cbe29f48071,name,1
NAME:LAKE TEN S A R L,ORGE_f3bdab71ca60a71771ed,name,7
NAME:LAKESIDE IMOBILIERE,ORGE_3fc49c90ea46084b33bb,name,1
NAME:LAKHDAR,ORGE_38b204688c565d0725c5,name,2
NAME:LAKHMI QUINCAILERIE,ORGE_2c33d577ce3d6a13f094,name,2
NAME:LAKHOUA D'ENTREPRISE GENERALE,ORGE_58b85c186302df3a105a,name,2
NAME:LAKHRACH VENTE MATERIAUX CONSTRUCTION,ORGE_845494d0a7ad734e26a3,name,2
NAME:LALA D'ELEVAGE BOVIN EXPLOITATION TERES AGRICOLES,ORGE_2dc8d38e73d87607f5f5,name,2
NAME:LALA GLAMOUR,ORGE_74a171157aff54ec4349,name,1
NAME:LALA HADRIA EDITIONS,ORGE_109f51a02cad72248f08,name,1
NAME:LALA TRAVAUX PUBLICS,ORGE_fc91a3dfae496a729339,name,2
NAME:LALBATROS,CO_VACANCES_LOISIRS_HOTEL_LALBATROS_HAMMAMET,name,2
NAME:LALETHOM,ORGE_17292c49ab2cf8b81344,name,2
NAME:LALINE INTERNATIONAL,ORGE_7c7834832a255331fe8b,name,2
NAME:LALUNA ENREGISTREE AUPRES TRIBUNAL PREMIERE INSTANCE SO,ORGE_6dabf9c0cbf76a3b926c,name,3
NAME:LALUNA ENREGISTREE AUPRES TRIBUNAL PREMIERE INSTANCE SOUS N,ORGE_081cf2a52f6d2c3aafb4,name,1
NAME:LAM,ORGE_d4c5ee8bb00c59b4173a,name,4
NAME:LAMA,ORGE_8e46b0b41bde6e65b5cd,name,2
NAME:LAMA CONSULTING GROUP L,ORGE_a38b32c88abcd273f72e,name,2
NAME:LAMA CONSULTING GROUP L C G,ORGE_e4cd35d550486b359757,name,1
NAME:LAMA EXPORT,ORGE_3488bd0a87ff4c3415b5,name,2
NAME:LAMA EXPORT A ISALYS,CO_ISALYS,matricule_fiscal,4
NAME:LAMA FOOD,ORGE_778aabdddf86f7144aac,name,2
NAME:LAMA INTERNATIONAL,ORGE_ab4d764633f9dba3baf8,name,2
NAME:LAMA LNTERNATIONAL,ORGE_55234934921cbaaedc3e,name,2
NAME:LAMA PRODUCTION DISTRIBUTION THEATRALE,ORGE_83bdd1960639793e0204,name,2
NAME:LAMA PRODUCTION THEATRATRALE,ORGE_1004d4f146054f4f7375,name,1
NAME:LAMA SLAM,ORGE_3cb804241c375c94e69a,name,4
NAME:LAMA TEX,ORGE_4135fd1dcb79e13afa48,name,2
NAME:LAMAK,CO_LAMAK,name,2
NAME:LAMANA,ORGE_a1f8a83db72924860473,name,1
NAME:LAMAR,ORGE_8adec988902d7a5991da,name,2
NAME:LAMAR COMERCE INTERNATIONAL,ORGE_83b16e45036b856ace98,name,2
NAME:LAMAR NEGOCE,ORGE_21b3ddba382f6960e5f3,name,2
NAME:LAMAR SERVICES INTERMEDIATION SIEGE SOCIAL 15 RUE D'IRAK TUNIS CAPITAL 2,ORGE_f9ac350707a1082df832,name,2
NAME:LAMARI MATERIAUX CONSTRUCTIONS,ORGE_e3d7f6f89ac1f4d89386,name,1
NAME:LAMARI SANITAIRES,ORGE_5361b68cb680a9b4f37d,name,2
NAME:LAMARI VENTES MATERIAUX CONSTRUCTION 30 9 2010,ORGE_1abbf81610748024fd1f,name,1
NAME:LAMASAT FEME MOKNINOISE A MOKNINE,ORGE_be844ba7e6ad7bfd5174,name,2
NAME:LAMASET,ORGE_ccd6780a8afa3ecd35bb,name,2
NAME:LAMASET ECHAREK,ORGE_e8cf6d9962138df71b38,name,2
NAME:LAMBDA DECO,CO_LAMBDA_DECO,name,2
NAME:LAMBERT BAUBET,ORGE_71e019203402040700e2,name,2
NAME:LAMBRA,ORGE_aefd79d004b0d175eda0,name,2
NAME:LAMC CONCEPT,ORGE_e80b1564ec40c8ed373b,name,1
NAME:LAMCONTROL,ORGE_aaffc1fb92b6e0e20253,name,2
NAME:LAMDA,ORGE_e0336f164d29b469bf9b,name,2
NAME:LAMDA MED,ORGE_452b93543a9a574d510c,name,1
NAME:LAMDA SCIENTIFIQUE,ORGE_b2dbffc2dc9c7bd0817b,name,1
NAME:LAMEGOS,ORGE_19e592383aeb93ec3a8c,name,2
NAME:LAMEGOS REGISTRE COMERCE B12217812013 MATRICULE FISCALE,ORGE_d7e055d375686833af19,name,1
NAME:LAMET LAHBEB,ORGE_5026ccc34af575150fb6,name,2
NAME:LAMIA BAHLOUS TRIGUI,ORGE_9a9675bfc11cfb4ac772,name,2
NAME:LAMIA BRID CENTER,ORGE_cf793f705a3caa8def37,name,3
NAME:LAMIA IMPORT EXPORT,ORGE_770cf7037c031b27bf57,name,2
NAME:LAMIAKOSAY,ORGE_b0a0f945e2d4d603f73f,name,2
NAME:LAMINAS,ORGE_3aeca1591b4788f1492a,name,2
NAME:LAMINE COMERCE,ORGE_98fa9bac929a9b409ef6,name,2
NAME:LAMINE D'EXPLOITATION AGRICOLE SO,ORGE_e30d46971107c94c8e5b,name,3
NAME:LAMINE MAILE,ORGE_1d93aea8d311ba264f45,name,2
NAME:LAMINE PIECES AUTOS,ORGE_186bd51fb2586edde8fe,name,2
NAME:LAMINE SERVICES COMERCIAUX,ORGE_9912ce139bf2ef87736f,name,2
NAME:LAMINETEX,ORGE_48171f4ee29bf4e85bd4,name,1
NAME:LAMIPLAST,CO_LAMIPLAST,name,31
NAME:LAMIPLAST DESIGNATION MONSIEUR TIJANI CHAABANE EN QUALITE,CO_LAMIPLAST,name,1
NAME:LAMIRI BECHIR,ORGE_cf41544783056eca62e1,name,2
NAME:LAMIRI TEX,CO_LAMIRI_TEX,name,1
NAME:LAMIRITEX,ORGE_ad604abbf0d85d17a893,name,2
NAME:LAMIS,ORGE_424d8c491bbfe5ff029a,name,9
NAME:LAMIS COMERCE GENERAL,ORGE_e852f02d9f05d2dc96bf,name,1
NAME:LAMIS COMERCE PRODUIT DIVERS,ORGE_c260d3a4f77a4738e9c2,name,2
NAME:LAMIS RENT CAR,ORGE_63834e0f6f11989e71fb,name,2
NAME:LAMIS TRADING,ORGE_9cd740a0f0fcc11947e4,name,2
NAME:LAMITRADING,CO_LAMITRADING,name,4
NAME:LAMJED ROULEMENTS,ORGE_168d03484a52a9207738,name,2
NAME:LAMLOUM CIE,ORGE_fcaa75d15ff3ce8b1e4c,name,1
NAME:LAMOTEX,ORGE_0f12ab975224868a3277,name,3
NAME:LAMOUCHI FOOD,ORGE_dff93feca8d047853543,name,1
NAME:LAMOUCHI SECURITE,ORGE_293c5017c38befd62b7f,name,2
NAME:LAMOUCHI SERVICE,ORGE_f7ecff2f2584aa8b9f92,name,2
NAME:LAMOUEL,ORGE_b5f49e9302a2269ce53a,name,1
NAME:LAMPREINTE MERCHANDISING,ORGE_75a07c8a05e6449b8271,name,1
NAME:LAMSA,ORGE_0eeab287f406f19a6146,name,2
NAME:LAMSAT EL CHARK,ORGE_782149f4788a49237c22,name,1
NAME:LAMSI FISH HBR,ORGE_2b78b35f19fdc5e5f6cf,name,2
NAME:LAMSOFTWARE,ORGE_9b861e928071d8e31eb1,name,2
NAME:LAMTI FOURNITURES AUTO,ORGE_03fa868ac07915009ea9,name,2
NAME:LAMTI QUINCAILERIE,ORGE_2ee1be83b6138e95349e,name,2
NAME:LAMY MAINTENANCE CONSULTING,ORGE_ca930fa9ae035e04f9cd,name,2
NAME:LAMY TUNISIE EXPORT,ORGE_9824b9d95ee8f9bde89b,name,2
NAME:LAMY TUNISIE LUMINAIRES L,ORGE_040cfce9c2c3948c99e8,name,1
NAME:LAMYS EXPORT,CO_HUGO_LAMYS_IMPORT_EXPORT,name,2
NAME:LAN TEL,ORGE_5ffff941ebb3ca86b584,name,2
NAME:LANA BEAUTY,ORGE_9a792b1b840cc46efb94,name,2
NAME:LANA COACHING TUNISIA,CO_LANA_COACHING_TUNISIA,name,2
NAME:LANA D'AGRICULTURE MODERNE,ORGE_1a8ca79a28e3c0ece8d6,name,2
NAME:LANA S,ORGE_6d5fad9651b937749b18,name,2
NAME:LANABELA,ORGE_c20873a8d46528e24fb2,name,3
NAME:LANACON DESIGNE MONSIEUR SELTANA MOHAMED TITULAIRE,ORGE_d18c7416dba35c6ff908,name,2
NAME:LANAFLEX,ORGE_8234705d798e73bc18e3,name,1
NAME:LANCE ME DIA,ORGE_ccf136edc1d35bbf88b6,name,2
NAME:LAND,ORGE_b4912d02451f9b4c211d,name,2
NAME:LAND INTERNATIONAL,ORGE_f002190cca996e1e628d,name,1
NAME:LAND INTERNATIONAL A MONSIEUR FRANCO DANTI,ORGE_07b6084c457215a31c27,name,1
NAME:LAND INTERNATIONAL ONT DECIDE,ORGE_430c4298f6388285d40b,name,2
NAME:LAND INTERNATIONAL ONT DECIDE LIQUIDATION A PARTIR 31 DECEMBRE 2,ORGE_6dc3e24f5ace254bae42,name,1
NAME:LAND TEX,CO_LAND_TEX,name,2
NAME:LAND'OR,ORGE_0d88b9405e0c30c0890e,name,2
NAME:LAND'OR ANONYME,ORGE_ec10094655015a851a53,name,1
NAME:LAND'OR DANS CADRE L'OFRE A PRIX FERME S'EFECTUE AU COMPTANT A,ORGE_b21e3a4719ba5e92a75f,name,3
NAME:LAND'OR HOLDING,ORGE_bd08b6098323d6f8b3c8,name,2
NAME:LAND'OR MR,ORGE_26f12d857157a30b7fd2,name,2
NAME:LAND'OR S A,ORGE_ee1444e397094d6b314b,name,1
NAME:LAND'OR SE SONT ENGAGES,ORGE_d11d5e108e34e922560f,name,2
NAME:LANDAIS CHRISTIAN DEVELOPEMENT,ORGE_bf31044552b090599a5a,name,2
NAME:LANDAN COMERCE INTERNATIONAL,ORGE_5b5524cc9b535f4673f8,name,2
NAME:LANDEAU AFRIQUE,ORGE_a34f43a5ee0168fc2f37,name,1
NAME:LANDESQ,ORGE_a090c238b14634319290,name,2
NAME:LANDMARK S,ORGE_ee7bb0b79db14b664d1f,name,2
NAME:LANDOLSI,ORGE_752d8ba79df4a6604673,name,1
NAME:LANDOLSI LOCATION VOITURES,ORGE_ff3ed3388d229cb634a2,name,1
NAME:LANDOLSI PRET A PORTER,ORGE_0e441ee817a03f2573e1,name,1
NAME:LANDOLSI TELECOM TECHNOLOGY L2T POUR EXERCICES 2014,ORGE_a710d43ab1d434a9bb5a,name,1
NAME:LANDOLSI VULCANISATION,ORGE_d0ba63696c7d991eff1c,name,2
NAME:LANDOULSI,ORGE_9f0b954c973b63b001b1,name,2
NAME:LANDOULSI POUR ELEVAGE AVICOLE,ORGE_bd9ac8a20befe780b122,name,2
NAME:LANDSCAPE DESIGN,ORGE_ec8041258130a9710798,name,3
NAME:LANDSCAPE DESIGN PARTNERS,ORGE_9a466b634c638cfdff40,name,2
NAME:LANGAR CONSULTING ADRESE IM SARAH BOULEVARD PRINCIPAL BERGES LAC OBJET,ORGE_aa082a8df15a456903b4,name,2
NAME:LANGOUSTE PRODUCTION,ORGE_a30b965b10de5e42edc4,name,2
NAME:LANGUAGES 4 YOU,ORGE_ce1bf3446ebb5929316f,name,2
NAME:LANIKI S A STABLE 847898 J,ORGE_1849ed9391c10dc6c88b,name,1
NAME:LANO CONSEIL,ORGE_222145626cbc9ec9157f,name,2
NAME:LANO DECO,ORGE_c2bd8c521e3f7a80629a,name,2
NAME:LANOUAR IMPORT EXPORT,ORGE_f14213ee6e928a648dca,name,1
NAME:LANOUAR TRAVAUX PUBLICS,ORGE_15b51ce954e8155524f2,name,3
NAME:LANTEL,ORGE_76abe749edf248ae923d,name,2
NAME:LANTEX,ORGE_fbf008805696eba9d004,name,2
NAME:LANTIAN,ORGE_e9b84901f63177a48f77,name,2
NAME:LANWAN CONSULTING,ORGE_0bd13bfeaef9e6495d9c,name,2
NAME:LAOUINA VIANDES VOLAILES,ORGE_323bd05030db8fa7eab2,name,1
NAME:LAOUITI,ORGE_1738eaaa56e68430cd5c,name,1
NAME:LAOUITI AERO SERVICES,ORGE_8a2d6816e1a7456bb0ed,name,3
NAME:LAOUITI COMERCE,ORGE_d64130e9cc6d62e2e400,name,1
NAME:LAPIN DOUCEUR,ORGE_8c52528548290f4f3ddc,name,2
NAME:LAPIN SUD,ORGE_4ea0f57bf3fe39442694,name,1
NAME:LAPINA,ORGE_fd30da52933716c31d16,name,1
NAME:LAPINIERE PROGRES,CO_LAPINIERE_PROGRES,name,2
NAME:LAPINS D'OR,ORGE_e75bdcde40a3def9a65a,name,2
NAME:LAPOUPLAST,ORGE_667de34d010dc5d24d4f,name,1
NAME:LAPROCHE,ORGE_d5692e60a307f3d4a928,name,1
NAME:LAQUAGE PRO,ORGE_e3090a9f71b4ebe4ba2c,name,2
NAME:LAQUELE PRENDRAIT FIN A L'ISUE L'ASEMBLEE GENERALE ORDINAIRE QUI,ORGE_b7509bad5481fb8e3893,name,1
NAME:LAQUIMCO,ORGE_70220aadab214fe4736d,name,5
NAME:LAR ISTISHARAT,ORGE_7744debfe228c90a4893,name,2
NAME:LAR TAAMIR GOULETE,CO_TAAMIR,registre_commerce,2
NAME:LARA BEN COSMETICS SIEGE SOCIAL 16 RUE 9143 CITE EL FETEH CAPITAL 1,ORGE_e815f9a2bdaaa74c8233,name,1
NAME:LARA ELECTRONIQUE,ORGE_804df1c6749f9bc3d4f2,name,2
NAME:LARA GENERAL SERVICE,ORGE_55a8545d5df628228d0b,name,1
NAME:LARA GENERAL SERVICES,ORGE_dc5d18c0c31df2a6753e,name,2
NAME:LARA PLAST,ORGE_1b3475763c3d227432aa,name,2
NAME:LARA TEX,ORGE_0ef3908cd5feee15ba46,name,2
NAME:LARABI INTERNATIONAL TRADING,ORGE_c53a2681266ed65ec541,name,2
NAME:LARATEX,ORGE_9fb58bf8d29fcc9f57a8,name,3
NAME:LARATEX EN LIQUIDATION,ORGE_e46f4ada36646be713a3,name,1
NAME:LARBI TRAVAUX SERVICES,ORGE_b9b65cd09bfdb4d1cbe4,name,2
NAME:LARBI TRAVAUX SERVICES L,ORGE_c06aadb28f52c51f2b10,name,2
NAME:LARC ENGINEERING,ORGE_9838c67fc08d1369151c,name,1
NAME:LARC FM,ORGE_64bb1f994ddae6a84863,name,1
NAME:LARC SECURITY,CO_LARC_SECURITY_ACTIVITE,name,2
NAME:LAREXEV,ORGE_ae1d486cff4ebbfff754,name,2
NAME:LARGE SQUARE TECHNOLOGY,ORGE_b22711e65cdfc960e402,name,4
NAME:LARI,ORGE_c2f491186c2a5fd131f7,name,2
NAME:LARIBI ENTRETIEN NETOYAGE,ORGE_47fe4933fdf788a8db54,name,1
NAME:LARIBI SERVICES,ORGE_febead224d07b98e11aa,name,2
NAME:LARIBI VENTE ACHAT EN GROS,CO_ROUA_VENTE_ACHAT_EN_GROS,matricule_fiscal,3
NAME:LARIF COMERCE,ORGE_cf71f341b037bf11a67d,name,1
NAME:LARIF PROMOTION IMOBILIERE,ORGE_785be173d527b5ed13f3,name,3
NAME:LARIMAR,ORGE_82b5b47243b158d0ef21,name,2
NAME:LARIMAR CONSULTING,ORGE_6cbd1366d4d2f21eebac,name,2
NAME:LARIMAR IMOBILIERE,ORGE_4526cae87942821f46ed,name,2
NAME:LARISYS NORTH AFRICA,CO_LARISYS_NORTH_AFRICA,matricule_fiscal,1
NAME:LARISYS NORTH AFRICA S,CO_LARISYS_NORTH_AFRICA,matricule_fiscal,1
NAME:LARMA,ORGE_eca5b4c6b0de4940db45,name,1
NAME:LARNAOUT TECHNIQUES SERVICES,ORGE_381ec6a7a021016f9d22,name,2
NAME:LARNER COMPAGNIE,ORGE_531b926dbfa8161429da,name,2
NAME:LAROQUINERIE,ORGE_17c544799f0c43935879,name,2
NAME:LAROUS BIJOUX ARTISANALE,ORGE_f9a610fdc950cd12a340,name,2
NAME:LAROUSE,ORGE_9f7bf2b6f9340109a12f,name,2
NAME:LAROUSI COMERCE,ORGE_85feb5e0d7520cc2c5b4,name,2
NAME:LAROUSI COMERCE S,ORGE_ab6e7960ae562eb86218,name,2
NAME:LAROUSI EXPRES SERVICES,ORGE_48d2b9510bc2b1bd00a8,name,1
NAME:LAROUSI HEDI LATRACHE,ORGE_ee26ae2cbeb4aa1f8bcc,name,7
NAME:LAROUSI HEDI LATRACHE 7 MAI 2005 ENREGISTRE A RECETE FI,ORGE_389fb9ba8eb608beddd5,name,1
NAME:LAROUSI MENUISERIE BATIMENT,ORGE_8e8dc95e10b6ff03ef0b,name,2
NAME:LAROUSI NETOYAGE SOLANET,ORGE_9b88e621d0c49bc287a0,name,2
NAME:LARP ALUMINIUM,ORGE_8af4f1904ea1c140336a,name,1
NAME:LARTEX,ORGE_24cefa9f5c5678256d2b,name,2
NAME:LARTISTO,ORGE_15109a963e6807d75c42,name,2
NAME:LARYM,ORGE_7b48036c71e521bfbc89,name,1
NAME:LAS PALMAS,CO_LAS_PALMAS_JERBA,name,3
NAME:LAS PALMAS JERBA,CO_LAS_PALMAS_JERBA,name,2
NAME:LASA,CO_LASA,name,4
NAME:LASAAD ABID CHAUSURES L,ORGE_4ee46dee576262dd0ef1,name,2
NAME:LASAAD BESBES CONSULTING LABE CONSULTING,ORGE_1f97607fff93f3ee1175,name,2
NAME:LASAAD DABOUSI CIE,ORGE_239ace5d250845bb0a0e,name,1
NAME:LASAAD DKHILI PRODUCTIOON LD PRODUCTION,ORGE_81e6841bb1ff04a1aaa1,name,1
NAME:LASAAD LAKANI,ORGE_0a00a1bd6e7e95b39e5a,name,2
NAME:LASAAD MATERIAUX CONSTRUCTION,CO_LASSAAD_MATERIAUX_CONSTRUCTION,name,2
NAME:LASAAD RENT A CAR,ORGE_d601dbeedea36f1217ce,name,2
NAME:LASAAD SERVICES RAPIDE,ORGE_338c24458de09b5b9d87,name,2
NAME:LASAD RENT A CAR SIEGE 17 BIS RUE 9042 SIDI FATHALAH 2023 TUNIS CAPITAL 3,ORGE_f1241ed5d9806b1e21a1,name,2
NAME:LASALA SERVICE,ORGE_9da7a454c4d1be46e333,name,1
NAME:LASER CONTACT TUNISIE,ORGE_2cc08f22cc58daa7fd95,name,1
NAME:LASER DENT,ORGE_cc658b7a8a008abc2c4b,name,3
NAME:LASER ESTHETIQUE DERMATOLOGIQUE,ORGE_ddaa78b9f935d5129e3b,name,1
NAME:LASER FORMATION,ORGE_dc80c4d9c8dc697fd11b,name,2
NAME:LASER GAME,ORGE_e40d939d83d4d801e901,name,2
NAME:LASER GAME MONASTIR L,ORGE_6d8295db49a337f7bdc7,name,1
NAME:LASER INFORMATIQUE INTERNATIONALE,ORGE_3f8023a29b5d02045f22,name,3
NAME:LASER NETWORKING SERVICES,ORGE_d77104d4a26eb8613357,name,2
NAME:LASER SERIGRAPHIKA,ORGE_f8f27dfcc338e1f4f450,name,1
NAME:LASER SOFTWARE,ORGE_f1f8cc0298d8d2436b57,name,2
NAME:LASER TAC,ORGE_53cf46e60bc0a28d84f4,name,1
NAME:LASER TECH DISTRIBUTION S,ORGE_97d4b176cb7f97523e62,name,2
NAME:LASER WORLD,ORGE_395baba427601e8e0b1a,name,1
NAME:LASER'INDUSTRIES,ORGE_ee1a27f6687e3b9cb4f9,name,4
NAME:LASERS DERMATOLOGIQUES COSMETOLOGIQUES TUNIS,ORGE_062877b70734ecefd1f5,name,2
NAME:LASERTEKNIC,ORGE_4c3fd12e18b3393f0b39,name,2
NAME:LASERTEX,ORGE_497dff5432f3913da9cd,name,1
NAME:LASET HOLDING AG,ORGE_86f753e74a682ca40ba7,name,1
NAME:LASI USINE TUNISIENE,ORGE_c998fdd6cc7c2e1b6618,name,2
NAME:LASIGROUP EMS,ORGE_bc3a620f16e3aad856cb,name,1
NAME:LASIME TRAVEL,ORGE_586c14389085561b0510,name,2
NAME:LASMAR,ORGE_76c386129e7529087196,name,3
NAME:LASMAR SIEGE SOCIAL RUE 15 OCTOBRE ZERAMDINE MONASTIR,ORGE_2639c929527c16c51cc3,name,1
NAME:LASMER,ORGE_4e2fa369b5598a203f65,name,2
NAME:LASOUED,ORGE_eba623873499ddef07d0,name,2
NAME:LASOUED FILS,ORGE_7f44ad88f5d8868417c9,name,1
NAME:LASOUED FILS TRAVAUX SOLAFITRA S,ORGE_addcb7a0dbbdfef98a30,name,2
NAME:LASOUED FRERES,ORGE_260a82d86adac33891fe,name,1
NAME:LASOUED INTERNATIONAL BUSINES,ORGE_e40215acb9d9c6cb59e7,name,2
NAME:LASOUED QUINCAILERIE,ORGE_ba13ef1173e72ee3d5de,name,2
NAME:LASOUED SERVICES AGRICOLES,ORGE_4e1303a3ce2f0654f7a7,name,1
NAME:LASOUED TRAVAUX PUBLICS,ORGE_619c97406b137bdf1938,name,2
NAME:LASOUEDEQUIPEMENT,ORGE_37111b0d9e00ed65837d,name,2
NAME:LAST DRINK,ORGE_2a4f3dc01428c2b298d8,name,2
NAME:LAST TIME TRADING,CO_ON_TIME_TRADING,name,2
NAME:LASTRADA,ORGE_6bde15db88397c8ab7eb,name,2
NAME:LASYNE CONFECTION,ORGE_79183b4a7969adc5207e,name,2
NAME:LAT,ORGE_bd227caef7f9e527ffbc,name,2
NAME:LATAKIA,ORGE_aea2946c16ff2ce17509,name,2
NAME:LATAM TRADING LIMITED,ORGE_adb0ff005b0bd9f9521b,name,2
NAME:LATE DI LUNA,ORGE_44364a5fbe595a7e4610,name,2
NAME:LATECOERE SERVICES TUNISIE,ORGE_56c6f5477cda6c5e6443,name,3
NAME:LATEKA,ORGE_c0d724e4d4415c1dacff,name,2
NAME:LATHIKA,ORGE_fc7875e4317152f20d86,name,2
NAME:LATI,ORGE_6fe0cd291c9c9229d6cb,name,1
NAME:LATIF JUNIORS,ORGE_0d37d3c9c6019a4cb1aa,name,2
NAME:LATIFA,ORGE_4c93b5853ca010e9bdd1,name,2
NAME:LATIFA SERVICES,ORGE_040082735a86eadbb914,name,2
NAME:LATINA CATERING CARTHAGE FOOD INDUSTRY,CO_LATINA_CATERING_CARTHAGE_FOOD_INDUSTRY,name,3
NAME:LATINA EVENTS,ORGE_4e6090e1644ad6d09121,name,2
NAME:LATINO FOOD,ORGE_4874341fe9672d37dbbf,name,2
NAME:LATINO JERBA,CO_LATINO_DJERBA,registre_commerce,1
NAME:LATITUDE 36,ORGE_68e6ec3f66954cdc7154,name,2
NAME:LATRACHE CABRIERES,ORGE_daccf98e75bfb68f509e,name,1
NAME:LATRACHE CARIERES 1ER MAI 2008,ORGE_de01efe72105b68d4a36,name,1
NAME:LATRACHE CARIERES 28 AVRIL 2011 ENREGISTRE A RECETE FI,ORGE_8242df8663392e075b0d,name,1
NAME:LATRACHE CARIERES 9 OCTOBRE 2018 ENREGISTRE A RECETE F,ORGE_fe153ce3771fcd5503bf,name,1
NAME:LATRECH BOULANGERIES SURL,ORGE_08aaa21308f938d8326d,name,2
NAME:LATRECH SERVICES,ORGE_6fee38ca954577eeb8f0,name,2
NAME:LATROUS S A R L,ORGE_071a22227fcfc9c9e1c7,name,2
NAME:LATROUS S U A R L,ORGE_0fed2689d20258c6deba,name,1
NAME:LAUNDRY BOX SONT DETENUES EN TOTALITE PAR MADAME NADIA HENDAOUI L'ASO,ORGE_7f56ce4a8e4673eb588c,name,1
NAME:LAUNDRY SERVICES,ORGE_4f7b8b63510a7dd7abf5,name,1
NAME:LAURA,ORGE_5539e0f4238a50eeb2a6,name,1
NAME:LAURA LOCATELI CO L,ORGE_563788ff673129642eef,name,3
NAME:LAURA MODE,ORGE_a4b61d33d8fbd3a1822b,name,2
NAME:LAURA TIMO MARKETING D'INVESTISEMENT,ORGE_1e9e7e044fb61b91d6c0,name,2
NAME:LAURANE COSMETIQUE,ORGE_47fb3aa0efe618ca5ac5,name,2
NAME:LAURATEX,ORGE_cfb47dec14da94f7e0d8,name,2
NAME:LAUREAT ASISTANCE FORMATION,ORGE_2c8c523b6cbbd112cbb5,name,1
NAME:LAUREAT INFORMATIQUE,ORGE_86d3fa30f61fae6f01d8,name,2
NAME:LAUREAT POUR SERVICE MAINTENANCE,ORGE_f3ea650624383816e576,name,2
