org_id,name_ar,name_fr,name_ijmes,gloss_tier,gloss_mode,name_translit,org_kind,n_ties,first_seen_entry
SCH_MDRSH_TTBYQYH_LLTJARH_WALSNAH,المدرسة التطبيقية للتجارة والصناعة,l'École pratique de commerce et d'industrie,al-Madrasa al-Tatbiqiyya lil-Tijara wa al-Sinaa,romanised,conventional,ALMDRS ALTTBYQY LLTJAR WALSNA,school,1,aalam:3.11
SCH_MDRSH_YWSF_SAHB_TAB,مدرسة يوسف صاحب الطابع,Médersa Youssef Sahib Ettabaa,Madrasat Yusuf Sahib al-Tabi,romanised,transliterated,MDRS YWSF SAHB ALTAB,school,1,aalam:1.04
SCH_MHD_KARNW,معهد كارنو,Lycée Carnot,Mahad Karnu,verified,conventional,MHD KARNW,school,6,aalam:2.15
SCH_MHD_LWY,المعهد العلوي,Collège Alaoui,al-Mahad al-Alawi,romanised,conventional,ALMHD ALLWY,school,1,aalam:2.15
SCH_MHD_SADQY,المعهد الصادقي,El Maahad Es-Sadiki,al-Mahad al-Sadiqi,verified,transliterated,ALMHD ALSADQY,school,7,aalam:2.03
SCH_MHD_SAN_LWYS_BBARYS,معهد سان لويس بباريس,Lycée Saint-Louis de Paris,Mahad San Luwis bi-Baris,romanised,conventional,MHD SAN LWYS BBARYS,school,1,aalam:2.02
SCH_MHD_SAN_SHARL,معهد سان شارل,Lycée Saint-Charles,Mahad San Sharl,romanised,conventional,MHD SAN SHARL,school,1,aalam:2.13
SCH_MHD_THANWY_BBARYS,المعهد الثانوي بباريس,lycée de Paris,al-Mahad al-Thanawi bi-Baris,romanised,conventional,ALMHD ALTHANWY BBARYS,school,1,aalam:2.07
SCH_MHD_THANWY_BKHZNDAR,المعهد الثانوي بخزندار,lycée de Khaznadar,al-Mahad al-Thanawi bi-Khaznadar,romanised,conventional,ALMHD ALTHANWY BKHZNDAR,school,1,aalam:3.14
SCH_MJM_FRNSY,المجمع الفرنسي,l'Académie française,al-Majma al-Faransi,romanised,conventional,ALMJM ALFRNSY,school,1,aalam:2.09
SCH_THANWYH_QDYS_LWYS_BTWNS,ثانوية القديس لويس بتونس,Lycée Saint-Louis de Tunis,Thanawiyyat al-Qiddis Luwis bi-Tunis,romanised,conventional,THANWY ALQDYS LWYS BTWNS,school,1,aalam:2.08
WORK_ADB_TWNSY_FY_QRN_RAB_SHR,الأدب التونسي في القرن الرابع عشر,El Adab Ettounsi fi el-Karn er-Rabi Achar,al-Adab al-Tunisi fi al-Qarn al-Rabi Ashar,romanised,transliterated,ALDB ALTWNSY FY ALQRN ALRAB SHR,work,1,aalam:3.08
WORK_ADWA_LY_SHAFH_TWNSYH,أضواء على الصحافة التونسية,Adhoua ala Essahafa Ettounisia,Adwa ala al-Sihafa al-Tunisiyya,romanised,transliterated,DWA L ALSHAF ALTWNSY,work,1,aalam:3.02
WORK_AMRATNA_FY_SHRYH_WALMJTM,امرأتنا في الشريعة والمجتمع,Imraatouna fi ech-Charia wa el-Moujtamaa,Imraatuna fi al-Sharia wa al-Mujtama,romanised,transliterated,AMRTNA FY ALSHRY WALMJTM,work,1,aalam:2.14
WORK_AQWM_MSALK,أقوم المسالك,Akwam el-Masalik,Aqwam al-Masalik,romanised,transliterated,QWM ALMSALK,work,1,aalam:1.09
WORK_AQWM_MSALK_FY_MRFH_AHWAL_MMALK,أقوم المسالك في معرفة أحوال الممالك,Akwam el-Masalik fi Maarifat Ahoual el-Mamalik,Aqwam al-Masalik fi Marifat Ahwal al-Mamalik,romanised,transliterated,QWM ALMSALK FY MRF HWAL ALMMALK,work,1,aalam:2.06
WORK_ARD_QBL_KL_SHY,الأرض قبل كل شيء,El Ard kabla koull chay,al-Ard qabla kull shay,romanised,transliterated,ALRD QBL KL SHY,work,1,aalam:3.06
WORK_ATHAF_AHL_ZMAN,إتحاف أهل الزمان,Ithaf Ahl ez-Zaman,Ithaf Ahl al-Zaman,romanised,transliterated,THAF HL ALZMAN,work,2,aalam:1.01
WORK_BHYRH,البحيرة,El Bouhaira,al-Buhayra,romanised,transliterated,ALBHYR,work,1,aalam:3.04
WORK_BYNY_WBYN_MRY,بيني وبين المعري,Baini wa baina el-Maarri,Bayni wa bayna al-Maarri,romanised,transliterated,BYNY WBYN ALMRY,work,1,aalam:2.11
WORK_DRS_DYWAN_HMASH,درس ديوان الحماسة,Dars Diwan el-Hamasa,Dars Diwan al-Hamasa,romanised,transliterated,DRS DYWAN ALHMAS,work,1,aalam:3.10
WORK_DSTWR_THMANY,الدستور العثماني,Ed-Doustour el-Othmani,al-Dustur al-Uthmani,romanised,transliterated,ALDSTWR ALTHMANY,work,1,aalam:2.09
WORK_DYWAN_QABADW,ديوان قابادو,Diwan Kabadou,Diwan Qabadu,romanised,transliterated,DYWAN QABADW,work,1,aalam:1.05
WORK_DYWAN_SHR,ديوان شعر,recueil de poésie,collection of poetry,romanised,translated,DYWAN SHR,work,1,aalam:2.06
WORK_FHRS_LMY_LMKTBH_JAM_ZYTWNH_AZM,الفهرس العلمي لمكتبة جامع الزيتونة الأعظم,El Fihris el-Ilmi li-Maktabat Jami Ezzitouna el-Aazam,al-Fihris al-Ilmi li-Maktabat Jami al-Zaytuna al-Azam,romanised,transliterated,ALFHRS ALLMY LMKTB JAM ALZYTWN ALZM,work,1,aalam:2.10
WORK_GHADH_KAMYLYA,غادة الكاميليا,La Dame aux camélias,Ghadat al-Kamilya,romanised,conventional,GHAD ALKAMYLYA,work,2,aalam:3.04
WORK_HRKH_SHBAB_TWNSY,حركة الشباب التونسي,Jeunes Tunisiens,Harakat al-Shabab al-Tunisi,verified,conventional,HRK ALSHBAB ALTWNSY,work,2,aalam:2.13
WORK_HRKH_TTWYRYH_TWNSYH,الحركة التطويرية التونسية,El Haraka Ettatwiria Ettounisia,al-Haraka al-Tatwiriyya al-Tunisiyya,romanised,transliterated,ALHRK ALTTWYRY ALTWNSY,work,1,aalam:3.09
WORK_JRBH_WALJRBYWN,جربة والجربيون,Djerba wa el-Djerbiyoun,Jarba wa al-Jarbiyyun,romanised,transliterated,JRB WALJRBYWN,work,1,aalam:2.15
WORK_KNASH,كناش,Kounnach,Kunnash,romanised,transliterated,KNASH,work,1,aalam:2.08
WORK_KTYB_FY_DRWS_SKRYH_BALRBYH,كتيب في الدروس العسكرية بالعربية,opuscule de cours militaires en arabe,booklet of military lessons in Arabic,romanised,translated,KTYB FY ALDRWS ALSKRY BALRBY,work,1,aalam:3.05
WORK_MALM_TWHYD,معالم التوحيد,Maalim Ettawhid,Maalim al-Tawhid,romanised,transliterated,MALM ALTWHYD,work,1,aalam:2.10
WORK_MHD_RSHYDY_LLMWSYQY_TWNSYH,المعهد الرشيدي للموسيقى التونسية,"La Rachidia, institut de musique tunisienne",al-Mahad al-Rashidi lil-Musiqa al-Tunisiyya,romanised,conventional,ALMHD ALRSHYDY LLMWSYQ ALTWNSY,work,2,aalam:2.14
WORK_MJML_TARYKH_ADB_TWNSY,مجمل تاريخ الأدب التونسي,Moujmal Tarikh el-Adab Ettounsi,Mujmal Tarikh al-Adab al-Tunisi,romanised,transliterated,MJML TARYKH ALDB ALTWNSY,work,1,aalam:3.04
WORK_MJM_DWAWYN,مجمع الدواوين,Majmaa ed-Dawawine,Majma al-Dawawin,romanised,transliterated,MJM ALDWAWYN,work,1,aalam:3.08
WORK_MKHTARAT_MN_KHTB_JMYH,مختارات من الخطب الجمعية,Mokhtarat min el-Khoutab el-Joumouiya,Mukhtarat min al-Khutab al-Jumuiyya,romanised,transliterated,MKHTARAT MN ALKHTB ALJMY,work,1,aalam:2.06
WORK_MNS_FY_AKHBAR_AFRYQYA_WTWNS,المؤنس في أخبار إفريقيا وتونس,El Mounis fi Akhbar Ifrikia wa Tounis,al-Munis fi Akhbar Ifriqiya wa Tunis,romanised,transliterated,ALMNS FY KHBAR FRYQYA WTWNS,work,1,aalam:1.01
WORK_MQAMAT_BYNH_WBYN_ABY_LA_MRY,المقامات بينه وبين أبي العلاء المعري,El Makamat bainahou wa baina Abi el-Ala el-Maarri,al-Maqamat baynahu wa bayna Abi al-Ala al-Maarri,romanised,transliterated,ALMQAMAT BYNH WBYN BY ALLA ALMRY,work,1,aalam:2.11
WORK_MSAL_TWNSYH,مسائل تونسية,Masail Tounisia,Masail Tunisiyya,romanised,transliterated,MSAL TWNSY,work,2,aalam:2.07
WORK_MSHR_MLKY_FY_SLTNH_AWLAD_HSYN_BN_LY_TRKY,المشرع الملكي في سلطنة أولاد حسين بن علي تركي,El Mochre el-Malaki fi Saltanat Aoulad Hocine Ben Ali Turki,al-Mashra al-Malaki fi Saltanat Awlad Husayn Ibn Ali Turki,romanised,transliterated,ALMSHR ALMLKY FY SLTN WLAD HSYN BN LY TRKY,work,2,aalam:2.07
WORK_NAZLH_TWNSYH,النازلة التونسية,En-Nazila Ettounisia,al-Nazila al-Tunisiyya,romanised,transliterated,ALNAZL ALTWNSY,work,2,aalam:3.05
WORK_QSYDH_FY_FYH_ABY_LA_MRY,قصيدة في ألفية أبي العلاء المعري,poème pour le millénaire d'Abou al-Alaa al-Maarri,poem for the millenary of Abu al-Ala al-Maarri,romanised,translated,QSYD FY LFY BY ALLA ALMRY,work,1,aalam:3.04
WORK_RHLH_ALY_BLAD_SNWSYH,الرحلة إلى بلاد السنوسية,Er-Rihla ila Bilad es-Senoussia,al-Rihla ila Bilad al-Sanusiyya,romanised,transliterated,ALRHL L BLAD ALSNWSY,work,2,aalam:2.07
WORK_RHLH_ANDLSYH,الرحلة الأندلسية,Er-Rihla el-Andaloussia,al-Rihla al-Andalusiyya,romanised,transliterated,ALRHL ALNDLSY,work,2,aalam:2.01
WORK_RHLH_FLYARYH,الرحلة الفليارية,Er-Rihla el-Feliaria,al-Rihla al-Filyariyya,romanised,transliterated,ALRHL ALFLYARY,work,1,aalam:2.10
WORK_RHLH_NASRYH,الرحلة الناصرية,Er-Rihla Ennasiria,al-Rihla al-Nasiriyya,romanised,transliterated,ALRHL ALNASRY,work,1,aalam:2.10
WORK_RZNAMH_TWNSYH,الرزنامة التونسية,Er-Rouznama Ettounisia,al-Ruznama al-Tunisiyya,romanised,transliterated,ALRZNAM ALTWNSY,work,1,aalam:2.10
WORK_SBYH_ND_ABN_KHLDWN,العصبية عند ابن خلدون,El Assabia inda Ibn Khaldoun,al-Asabiyya inda Ibn Khaldun,romanised,transliterated,ALSBY ND ABN KHLDWN,work,1,aalam:3.13
WORK_SFWH_ATBAR_BMSTWD_AMSAR_WALAQTAR,صفوة الاعتبار بمستودع الأمصار والأقطار,Safwat el-Itibar bi-Moustawdaa el-Amsar wa el-Aktar,Safwat al-Itibar bi-Mustawda al-Amsar wa al-Aqtar,romanised,transliterated,SFW ALATBAR BMSTWD ALMSAR WALQTAR,work,1,aalam:1.08
WORK_SHHYRAT_TWNSYAT,شهيرات التونسيات,Chahirat Ettounisiat,Shahirat al-Tunisiyyat,romanised,transliterated,SHHYRAT ALTWNSYAT,work,1,aalam:1.01
WORK_TARYKH_BASHY,التاريخ الباشي,Ettarikh el-Bachi,al-Tarikh al-Bashi,romanised,transliterated,ALTARYKH ALBASHY,work,1,aalam:1.02
WORK_TARYKH_HRKH_WTNYH_TWNSYH,تاريخ الحركة الوطنية التونسية,Tarikh el-Haraka el-Wataniya Ettounisia,Tarikh al-Haraka al-Wataniyya al-Tunisiyya,romanised,transliterated,TARYKH ALHRK ALWTNY ALTWNSY,work,1,aalam:3.09
WORK_TARYKH_MALM_TWHYD,تاريخ معالم التوحيد,Tarikh Maalim Ettawhid,Tarikh Maalim al-Tawhid,romanised,transliterated,TARYKH MALM ALTWHYD,work,1,aalam:1.02
WORK_TARYKH_MWSYQY_RBYH,تاريخ الموسيقى العربية,Tarikh el-Moussika el-Arabia,Tarikh al-Musiqa al-Arabiyya,romanised,transliterated,TARYKH ALMWSYQ ALRBY,work,1,aalam:3.04
WORK_THLATH_QSAD_BALLGHH_FRNSYH,ثلاث قصائد باللغة الفرنسية,trois poèmes en langue française,three poems in French,romanised,translated,THLATH QSAD BALLGH ALFRNSY,work,1,aalam:3.04
WORK_TLYM_ABTDAY_MKHSS_LLAHALY_FY_BLAD_TWNSYH,التعليم الابتدائي المخصص للأهالي في البلاد التونسية,Ettaalim el-Ibtidai el-Mokhassas lil-Ahali fi el-Bilad Ettounisia,al-Talim al-Ibtidai al-Mukhassas lil-Ahali fi al-Bilad al-Tunisiyya,romanised,transliterated,ALTLYM ALABTDAY ALMKHSS LLHALY FY ALBLAD ALTWNSY,work,1,aalam:3.05
WORK_TRAJM_ALAM,تراجم الأعلام,Tarajim el-Aalam,Tarajim al-Alam,romanised,transliterated,TRAJM ALLAM,work,1,aalam:3.10
WORK_TRJMH_ABN_ABY_DYAF,ترجمة ابن أبي الضياف,Tarjamat Ibn Abi ed-Dhiaf,Tarjamat Ibn Abi al-Diyaf,romanised,transliterated,TRJM ABN BY ALDYAF,work,1,aalam:1.06
WORK_TRYQH_SRYH,الطريقة العصرية,Ettarika el-Asria,al-Tariqa al-Asriyya,romanised,transliterated,ALTRYQ ALSRY,work,1,aalam:2.15
WORK_TWNS_JDYDH,تونس الجديدة,Tounis el-Jadida,Tunis al-Jadida,romanised,transliterated,TWNS ALJDYD,work,1,aalam:2.15
WORK_TWNS_SHHYDH,تونس الشهيدة,La Tunisie Martyre,Tunis al-Shahida,verified,conventional,TWNS ALSHHYD,work,4,aalam:2.09
WORK_WFWD_DSTWRYH,الوفود الدستورية 1920-1919,El Woufoud ed-Doustouria 1919-1920,al-Wufud al-Dusturiyya 1919-1920,romanised,transliterated,ALWFWD ALDSTWRY,work,1,aalam:3.03
WORK_WRQAT,الورقات,El Warakat,al-Waraqat,romanised,transliterated,ALWRQAT,work,1,aalam:2.01
